AADFYear,CP,ONS GOR Name,ONS LA Name,Road,RCat,S Ref E,S Ref N,A-Junction,B-Junction,LenNet,LenNet_miles,FdPC,Fd2WMV,FdCar,FdBUS,FdLGV,FdHGVR2,FdHGVR3,FdHGVR4,FdHGVA3,FdHGVA5,FdHGVA6,FdHGV,FdAll_MV
2009,91131,East Midlands,Derbyshire,B5010,BR,446007,335643,108,94,5797,96,754,49,4,2,4,3,4,66,6807,,,,
2009,955931,South East,Hampshire,C95,CU,446010,131430,19,10,1138,13,122,12,5,0,0,0,0,17,1300,,,,
2008,940710,East Midlands,Nottinghamshire,B6014,BR,446017,360996,44,172,6312,44,935,77,8,10,1,5,3,104,7567,,,,
2009,930530,South East,West Berkshire,U,UU,446040,165670,82,25,2825,47,298,9,1,0,0,0,0,10,3205,,,,
2013,943722,North East,Stockton-on-Tees,U,UU,446097,517250,19,0,374,0,51,0,0,0,0,0,0,0,425,,,,
2013,36369,South East,Oxfordshire,A44,PR,446100,215470,A 4095 BLADON,A4260 Rnbt WEST OF PEARTREE,5.8,3.6,118,238,18232,151,2513,324,135,87,15,80,76,717,21851
2009,62702,North East,Stockton-on-Tees,U,UU,446100,524000,34,16,2543,122,240,7,0,0,0,0,0,7,2928,,,,
2009,62836,Yorkshire and The Humber,Rotherham,U,UU,446100,400000,22,26,3026,6,294,14,6,1,0,3,1,25,3377,,,,
2009,966116,North East,Hartlepool,U,UU,446106,525076,8,16,3419,4,242,11,8,0,0,0,0,19,3700,,,,
2013,73605,South East,Southampton,A3025,PU,446119,110630,B3033 Botley Rd,LA Boundary,0.4,0.2,88,149,9784,56,1885,123,25,45,2,16,40,251,12125
2008,945162,South East,Hampshire,B3049,BU,446134,131143,21,83,8666,49,794,87,15,6,4,1,3,116,9708,,,,
2013,26369,South East,Hampshire,A34,TR,446140,150000,"Winchester Road, Whitchurch.",Old A34,15.6,9.7,0,96,29233,191,4990,1054,220,181,168,1902,1596,5121,39631
2013,70007,North East,Stockton-on-Tees,A66,TU,446150,518380,A1130,end of non-DBFO,1,0.6,0,237,57991,340,7617,778,210,159,76,562,602,2387,68572
2013,74846,South East,Hampshire,A303,TR,446150,142040,A303,A30 spur,0.1,0.1,36,108,9953,88,1828,251,60,77,21,77,93,579,12556
2013,945367,South East,Hampshire,U,UU,446151,128358,5,5,907,60,155,12,0,0,0,0,0,12,1139,,,,
2009,942567,South East,Hampshire,C194,CR,446153,115724,41,148,6153,9,872,72,3,3,0,0,0,78,7260,,,,
2013,16024,West Midlands,Warwickshire,M6,TM,446200,281380,1,2,13.8,8.6,0,169,54949,212,10201,2524,440,283,274,2044,9297,14862,80393
2009,62558,South East,Hampshire,B3400,BR,446200,148000,14,33,2585,51,454,33,3,6,1,0,2,45,3168,,,,
2013,949805,Yorkshire & the Humber,Wakefield,U,UR,446218,414960,10,3,343,0,56,3,1,0,0,0,0,4,406,,,,
2013,74840,South East,Hampshire,A272,PR,446230,133660,B3420,A34,0.5,0.3,6,124,12128,109,1780,183,45,45,7,19,37,336,14477
2013,74849,South East,Hampshire,A303,TR,446230,141900,A303 main route,A34,0.4,0.2,10,31,2859,25,525,72,17,22,6,22,27,166,3606
2013,10999,Scotland,Shetland Islands,A968,PR,446240,1180000,"ferry, Flukes Hole",B9081,16.3,10.1,0,4,352,11,94,18,3,6,0,6,7,40,501
2013,74845,South East,Hampshire,A34,TR,446250,142060,A303/A34 spurs,A34 main route,0.1,0.1,36,108,9953,88,1828,251,60,77,21,77,93,579,12556
2013,74848,South East,Hampshire,A303,TR,446250,141980,A30,A30,0.5,0.3,47,293,34415,196,5809,850,184,235,106,479,833,2687,43400
2013,945293,South East,Hampshire,U,UR,446252,134882,34,19,1247,46,158,27,3,0,6,0,0,36,1506,,,,
2013,945468,South East,Isle of Wight,C,CR,446257,88876,1,21,743,0,139,6,0,0,3,0,0,9,912,,,,
2013,7105,South East,Oxfordshire,A4260,PR,446260,220000,A4095,B4030,7.9,4.9,6,134,8527,19,935,107,34,32,1,8,20,202,9817
2013,949673,Yorkshire & the Humber,Rotherham,B6090,BU,446262,397336,24,40,8790,112,1315,150,34,15,14,14,12,239,10496,,,,
2013,74847,South East,Hampshire,A34,TR,446270,141920,A30,A30,0.4,0.2,54,333,39144,223,6607,967,209,267,121,545,947,3056,49363
2008,945348,South East,Hampshire,U,UU,446275,127731,4,8,482,0,82,1,0,0,0,0,0,1,573,,,,
2013,74841,South East,Hampshire,A34,TR,446290,141790,A34 main route,A30 main route,0.1,0.1,1,29,3724,38,550,60,14,15,54,30,41,214,4555
2013,28302,Yorkshire & the Humber,Rotherham,A57,PR,446336,384277,A618,A618,0.2,0.1,13,179,20592,178,3894,440,92,104,49,170,159,1014,25857
2009,931085,South East,Hampshire,U,UU,446340,108970,16,52,4286,74,276,26,4,1,0,0,0,31,4719,,,,
2013,36373,South East,Hampshire,A34,TR,446350,145000,A30,Whitchurch,4.3,2.7,0,272,38808,250,5571,914,189,93,284,1868,1383,4731,49632
2013,74226,East Midlands,Leicestershire,A50,TR,446350,329160,B6540,Warren Lane roundabout,1.7,1.1,21,479,40986,177,6656,1258,354,498,236,1169,2750,6265,54563
2013,943693,North East,Stockton-on-Tees,B1380,BR,446350,513679,39,72,9152,24,934,50,11,4,8,1,1,75,10257,,,,
2013,81096,North East,Stockton-on-Tees,A1046,PU,446363,520058,A1046,A19(T),2.2,1.4,49,139,19787,140,4436,428,133,81,29,241,169,1081,25583
2006,7487,North East,Stockton-on-Tees,A1046,PU,446363,520058,A1305,A19(T),2.4,1.49,66,123,22032,219,4746,539,134,71,142,279,212,1377,28497
2013,58345,East Midlands,Leicestershire,A42,TR,446375,323875,A453,M1,5.1,3.2,0,86,30067,39,6066,1236,294,226,355,1877,2034,6022,42280
2013,945113,South East,Hampshire,B3420,BR,446383,133181,23,71,9239,98,914,146,19,19,13,8,2,207,10529,,,,
2009,931329,South East,Oxfordshire,U,UU,446390,238740,41,31,4012,7,505,16,5,0,0,0,0,21,4576,,,,
2013,74842,South East,Hampshire,A34,TR,446400,141830,A34 spur,A303 spur,0.2,0.1,36,108,9953,88,1828,251,60,77,21,77,93,579,12556
2013,74844,South East,Hampshire,A34,TR,446400,142110,A303 spur,A34 spur,0.4,0.2,36,108,9953,88,1828,251,60,77,21,77,93,579,12556
2013,77431,East Midlands,Derbyshire,A609,PU,446400,341320,Kniveton Park,A1000,1.1,0.7,40,77,10884,113,1946,161,43,16,3,10,7,240,13260
2008,943698,North East,Stockton-on-Tees,C,CU,446401,523975,71,63,10020,204,1019,131,30,21,13,62,45,302,11608,,,,
2013,946107,South East,Southampton,U,UU,446419,111119,19,6,523,6,76,3,6,0,0,0,0,9,620,,,,
2013,6006,East Midlands,Derbyshire,M1,TM,446420,355300,LA Boundary,28,2,1.2,0,323,89487,388,16603,3248,850,250,577,1657,9734,16316,123117
2008,945140,South East,Hampshire,B3335,BR,446460,121197,99,112,5337,57,829,91,11,12,0,3,2,119,6454,,,,
2013,73810,North East,Middlesbrough,A174,PR,446470,515040,LA Boundary,A19,0.3,0.2,1,36,14854,59,1920,296,89,36,31,118,68,638,17507
2013,81359,South East,Hampshire,A30,PR,446470,140000,A272,Roudabout,1.9,1.2,1,29,3724,38,550,60,14,15,54,30,41,214,4555
2010,16339,South East,Hampshire,A30,PR,446470,140000,A272,A30 split,5.7,3.54,5,44,3275,48,406,96,13,12,6,20,20,167,3940
2013,17531,South East,Southampton,A3024,PU,446500,112000,A334,LA Boundary,2.7,1.7,102,250,11810,214,1771,359,91,97,10,47,50,654,14699
2013,26091,Yorkshire & the Humber,Leeds,A63,PR,446500,430730,A63/A1 interchange,A63,1.3,0.8,9,73,7274,12,1697,121,95,82,14,78,171,561,9617
2013,74843,South East,Hampshire,A303,TR,446500,141900,A30,A303,0.2,0.1,18,54,4976,44,914,125,30,38,11,38,47,289,6277
2008,940278,East Midlands,Leicestershire,B582,BR,446515,303620,41,76,7785,82,815,117,20,65,7,2,7,218,8976,,,,
2013,7091,South East,Oxfordshire,A420,PR,446520,204200,A338 Tobney Wood,A34 Botley,7.7,4.8,0,146,15134,90,2327,470,114,360,31,451,374,1800,19497
2009,951359,North East,Stockton-on-Tees,U,UU,446535,518385,26,60,28199,50,1141,86,8,3,10,13,13,133,29583,,,,
2013,943695,North East,Stockton-on-Tees,B1275,BU,446538,522689,37,15,2358,5,449,90,18,15,4,4,10,141,2968,,,,
2013,945297,South East,Hampshire,U,UR,446539,125007,10,0,78,0,9,0,0,0,0,0,0,0,87,,,,
2009,930497,South East,Southampton,U,UU,446540,111600,37,16,3376,65,321,27,5,0,0,0,0,32,3810,,,,
2009,999999,South East,Hampshire,B4640,BR,446570,162000,2,47,5398,39,960,184,42,27,45,78,66,442,6886,,,,
2013,77383,East Midlands,Derbyshire,A618,PR,446580,381500,B6058 Sheffield Rd,LA Boundary,0.8,0.5,17,33,3468,31,588,80,10,6,6,17,7,126,4246
2013,945833,South East,Oxfordshire,B4017,BR,446580,203438,89,53,4268,38,607,46,21,7,7,8,5,94,5060,,,,
2009,90273,South East,Isle of Wight,B3323,BR,446590,86320,27,33,1852,28,306,66,4,18,3,3,1,95,2314,,,,
2013,18516,South East,Oxfordshire,A422,PU,446600,241725,A4260,Wildmere Rd,0.8,0.5,2,159,28572,76,3811,1061,60,223,29,240,369,1982,34600
2013,73627,North East,Hartlepool,A1185,PR,446600,526140,LA Boundary,LA Boundary,0.9,0.6,10,44,3577,1,703,155,94,213,24,220,184,890,5215
2013,943699,North East,Stockton-on-Tees,C,CU,446614,524622,85,46,4209,24,416,17,11,1,1,0,0,30,4725,,,,
2013,36293,South East,Hampshire,A27,PU,446620,114000,B3035 High St,A334,2,1.2,111,172,11931,49,1455,75,12,34,4,3,1,129,13736
2013,47821,East Midlands,Derbyshire,A6096,PU,446620,341000,Little Hallam Lane,A609,0.9,0.6,32,179,14902,218,2325,283,42,50,6,64,46,491,18115
2013,990185,Scotland,Shetland Islands,B9081,BR,446620,1179870,0,0,82,3,66,2,3,0,2,1,0,8,159,,,,
2013,948707,West Midlands,Warwickshire,U,UR,446622,261428,8,4,1168,23,134,17,7,0,0,0,0,24,1353,,,,
2013,949612,Yorkshire & the Humber,North Yorkshire,C,CU,446629,506183,8,0,677,2,62,8,5,0,0,0,0,13,754,,,,
2013,81446,East Midlands,Derbyshire,A6007,PU,446633,341504,A609,A6096,1.3,0.8,26,230,24806,56,3949,361,60,41,33,80,93,668,29709
2010,99176,East Midlands,Derbyshire,A6007,PU,446633,341504,A609,A6096,0.9,0.55,13,318,26369,154,4215,483,93,60,25,120,61,842,31898
2008,940758,East Midlands,Nottinghamshire,C,CU,446645,358470,21,29,1985,1,652,203,42,14,15,34,18,326,2993,,,,
2008,948666,West Midlands,Warwickshire,C,CR,446648,274854,24,23,1099,11,211,55,24,23,24,78,180,384,1728,,,,
2013,946395,South East,West Berkshire,B4494,BR,446658,169382,13,47,2457,10,268,43,7,10,2,0,1,63,2845,,,,
2013,47802,Yorkshire & the Humber,Doncaster,A6023,PU,446660,400000,Queen St,A6022,0.9,0.6,58,62,8131,252,2037,314,19,39,5,15,16,408,10890
2009,931456,Yorkshire and The Humber,North Yorkshire,U,UR,446660,452400,61,9,1627,32,256,27,7,4,0,0,0,38,1962,,,,
2013,73800,North East,Middlesbrough,A19,TR,446677,514490,LA Boundary,A174,1.2,0.7,0,37,20360,90,3614,616,135,75,112,1259,1948,4145,28246
2009,931327,South East,Oxfordshire,U,UU,446680,241140,52,120,8250,68,1520,70,9,5,2,0,0,86,10044,,,,
2008,940350,East Midlands,Leicestershire,U,UR,446680,305790,8,23,1993,8,327,48,13,47,10,7,5,130,2481,,,,
2013,37408,East Midlands,Nottinghamshire,A610,PR,446700,345580,A608,A6096,3.6,2.2,46,341,21567,76,4130,508,91,132,56,255,181,1223,27337
2013,7353,East Midlands,Nottinghamshire,A38,PU,446703,357321,LA Boundary,B6023,1.6,1,3,152,29183,73,5734,985,261,229,158,592,506,2731,37873
2009,931058,South East,Hampshire,C,CU,446730,128390,79,50,3185,98,374,42,2,0,3,0,0,47,3754,,,,
2013,21000,Scotland,Shetland Islands,A970,PR,446740,1141000,A969,A969,1.1,0.7,19,30,6512,95,1658,118,32,2,1,6,11,170,8465
2013,9041,South East,Hampshire,M3,TM,446750,124854,11,12,5.7,3.5,0,607,96323,595,15670,3004,552,370,526,3438,2746,10636,123831
2013,26241,North East,Middlesbrough,A19,TR,446750,516000,A174,A1130 / A1032,2.2,1.4,0,290,61376,234,9395,1137,371,202,124,407,2651,4892,76187
2013,945401,South East,Hampshire,U,UU,446757,135900,19,4,663,33,74,5,2,0,0,0,0,7,781,,,,
2013,8129,South East,Hampshire,A3025,PU,446783,110370,LA Boundary,B3397,1.4,0.9,88,149,9784,56,1885,123,25,45,2,16,40,251,12125
2013,27134,South East,Oxfordshire,A4260,PR,446790,229700,B4030,B4031,6.9,4.3,13,112,8732,36,1477,157,24,19,15,35,12,262,10619
2013,946098,South East,Southampton,U,UU,446813,112957,49,43,3206,11,402,17,4,0,0,0,0,21,3683,,,,
2008,946422,South East,West Berkshire,U,UU,446819,167775,103,45,7842,30,449,46,3,4,2,0,2,57,8423,,,,
2013,940731,East Midlands,Nottinghamshire,B6027,BU,446828,358459,53,57,6883,15,1411,444,83,116,28,90,95,856,9222,,,,
2013,73374,Yorkshire & the Humber,Rotherham,A618,PR,446830,383200,LA Boundary,A57,2.5,1.6,33,165,11569,114,2113,193,41,61,9,56,58,418,14379
2013,73411,Yorkshire & the Humber,Doncaster,A6022,PU,446844,399766,LA Boundary,A6023,0.1,0.1,63,98,13948,375,2411,269,53,31,6,16,10,385,17217
2009,966117,North East,Stockton-on-Tees,C,CU,446851,521596,59,51,3653,112,607,58,19,6,13,107,49,252,4675,,,,
2013,73366,East Midlands,Leicestershire,M1,TM,446865,330080,A50,LA Boundary,1.7,1.1,0,318,101623,384,17638,3477,615,533,885,3015,8228,16753,136716
2008,945890,South East,Oxfordshire,C,CR,446867,221247,0,6,132,0,38,3,0,0,0,0,0,3,179,,,,
2013,948703,West Midlands,Warwickshire,U,UR,446875,271293,5,0,781,0,78,9,3,0,0,0,0,12,871,,,,
2013,41004,Scotland,Shetland Islands,A970,PR,446880,1142000,A969,Gremista Brae,1.2,0.7,14,34,9121,183,2503,172,47,27,12,68,48,374,12215
2008,946416,South East,West Berkshire,U,UR,446902,168678,85,34,2484,20,259,36,3,2,0,0,0,41,2838,,,,
2013,81559,Yorkshire & the Humber,North Yorkshire,A1,TM,446910,430890,LA Boundary,A63(T),3,1.9,0,191,31402,291,7244,1281,275,177,396,4362,5207,11698,50826
2013,18305,South East,West Berkshire,A343,PU,446920,166400,Garden Close Lane,A339,3.4,2.1,249,77,11126,103,1689,96,27,8,0,1,1,133,13128
2008,943726,North East,Stockton-on-Tees,U,UU,446933,524249,7,2,119,0,10,8,0,0,0,0,0,8,139,,,,
2013,74678,North East,Stockton-on-Tees,A1046,PU,446940,520570,A19,A1032,0.1,0.1,62,80,10702,75,2968,412,299,175,7,41,34,968,14793
2013,28786,East Midlands,Leicestershire,A42,TR,446950,325300,M1,A453(T),0.8,0.5,0,28,10991,23,1542,287,58,53,115,434,311,1258,13842
2008,940822,East Midlands,Nottinghamshire,U,UU,446957,353311,2,3,405,1,28,0,0,0,0,0,0,0,437,,,,
2013,73809,North East,Middlesbrough,A1130,PU,446960,517305,LA Boundary,A19,0.1,0.1,112,54,8324,51,852,28,12,1,5,3,3,52,9333
2013,17293,East Midlands,Nottinghamshire,A608,PR,446970,350000,"Coach Drive, Eastwood",B600,3.7,2.3,22,88,5409,67,1071,108,30,11,8,12,14,183,6818
2013,81556,Yorkshire & the Humber,Wakefield,A1,TM,446980,425700,M62,LA Boundary,2.9,1.8,0,407,41933,254,7844,1198,327,309,257,3379,5336,10806,61244
2009,931427,East Midlands,Nottinghamshire,C,CU,446990,346850,73,110,9386,256,1136,78,11,3,5,3,0,100,10988,,,,
2008,945932,South East,Oxfordshire,U,UU,446999,204458,40,8,322,0,43,2,1,0,0,0,0,3,376,,,,
2013,16427,South East,Oxfordshire,A4260,PR,447000,237350,B4100 Adderbury,"Weeping Cross, Banbury",2.2,1.4,79,148,16502,102,1536,153,49,92,13,24,55,386,18674
2013,26122,South East,West Berkshire,A4,PU,447000,167870,B4494,A339,1,0.6,29,96,15453,19,2623,323,60,36,8,5,26,458,18649
2013,38097,Yorkshire & the Humber,Rotherham,A57,PR,447000,384700,A618,M1,1.6,1,6,149,16556,96,3791,580,195,190,49,293,276,1583,22175
2013,70048,North East,Middlesbrough,A66,TU,447000,518750,end of DBFO,A19,0.7,0.4,0,237,57991,340,7617,778,210,159,76,562,602,2387,68572
2013,77210,South East,Oxfordshire,A422,PR,447000,241750,Wildmere Rd,M40,0.4,0.2,2,145,26000,69,3468,966,55,203,27,219,336,1806,31488
2013,77680,North East,Hartlepool,A689,PR,447000,527050,LA Boundary,"High St, Greatham",4.1,2.5,12,96,19396,122,3234,502,115,163,66,220,451,1517,24365
2013,78336,South East,Hampshire,A3090,PR,447000,126930,"Meadow Way, Winchester",M3,2.6,1.6,6,117,17385,240,1740,292,33,40,2,18,19,404,19886
2010,73371,East Midlands,Derbyshire,A6096,PU,447000,342300,A6007,Digby St,0.7,0.43,58,172,17701,44,3241,451,71,85,43,134,109,893,22051
2013,946428,South East,West Berkshire,U,UU,447010,166043,25,1,556,0,71,3,2,0,0,0,0,5,633,,,,
2013,81447,East Midlands,Derbyshire,A6096,PU,447026,342560,A6007,LA Boundary,1,0.6,125,320,15371,13,3192,407,97,56,35,150,139,884,19780
2013,17313,East Midlands,Derbyshire,A618,PR,447030,380000,A619,B6058 Sheffield Rd,5.6,3.5,16,30,3124,28,529,72,9,5,5,15,6,112,3823
2008,948711,West Midlands,Warwickshire,U,UR,447042,273549,21,6,472,2,45,3,4,0,0,0,0,7,532,,,,
2013,940732,East Midlands,Nottinghamshire,B6018,BU,447059,353600,28,68,4208,53,665,60,18,21,1,9,5,114,5108,,,,
2013,940730,East Midlands,Nottinghamshire,B6026,BU,447076,359282,111,94,10392,152,1357,102,11,2,15,6,3,139,12134,,,,
2013,946089,South East,Southampton,U,UU,447077,112524,16,4,408,0,39,0,0,0,0,0,0,0,451,,,,
2013,6364,South East,West Berkshire,A339,PR,447081,169543,A4 intersection,A34,3.5,2.2,3,172,20804,44,3400,610,139,99,72,166,791,1877,26297
2009,97116,South East,Oxfordshire,U,UR,447090,214818,124,141,8424,28,1393,136,81,56,31,30,18,352,10338,,,,
2013,81557,Yorkshire & the Humber,North Yorkshire,A63,PR,447100,429840,A63,A1(M),0.7,0.4,6,119,6821,30,1421,205,59,75,27,147,177,690,9081
2013,940277,East Midlands,Leicestershire,B6540,BR,447121,331068,176,220,11646,59,1859,135,15,63,10,13,5,241,14025,,,,
2013,75226,East Midlands,Leicestershire,A50,TR,447130,329000,Warren Lane roundabout,M1,0.8,0.5,0,64,20325,77,3528,695,123,107,177,603,1646,3351,27345
2013,99236,East Midlands,Northamptonshire,A361,PR,447130,243000,LA Boundary,LA Boundary,1.1,0.7,3,63,6478,83,741,115,45,12,4,27,63,266,7631
2013,56005,East Midlands,Derbyshire,M1,TM,447134,336976,25,LA Boundary,3.6,2.2,0,306,90058,383,18052,3122,843,417,671,2170,8947,16170,124969
2013,74641,North East,Middlesbrough,A1130,PU,447150,517300,A19,A1130 split,0.2,0.1,169,84,23381,312,2305,225,45,26,19,9,3,327,26409
2008,940834,East Midlands,Nottinghamshire,U,UU,447152,347300,0,2,178,0,22,0,0,0,0,0,0,0,202,,,,
2013,8658,East Midlands,Leicestershire,A453,TR,447154,326002,A42,A50/M1,2.3,1.4,6,96,14971,142,1827,174,84,127,55,248,306,994,18030
2013,948639,West Midlands,Warwickshire,B4429,BR,447166,271497,51,45,4879,51,869,74,14,16,2,4,25,135,5979,,,,
2013,28457,South East,Oxfordshire,A4260,PR,447170,217350,A4095,A4095,0.2,0.1,48,106,14686,71,2121,200,69,291,7,25,56,648,17632
2013,47138,South East,Oxfordshire,A4260,PR,447200,234800,B4100 Junction Adderbury,B 4031 Junction Deddington,4.3,2.7,16,66,8308,22,1210,170,16,38,21,36,28,309,9915
2013,99237,South East,Oxfordshire,A361,PR,447200,242300,M40,LA Boundary,0.9,0.6,0,97,5928,72,1054,169,26,17,26,62,52,352,7503
2011,47138,South East,Oxfordshire,A4260,PR,447200,234800,B4100 Jct Adderbury,B 4031 JCT Deddington,4.3,2.67,5,82,8785,39,1234,240,44,34,20,33,19,390,10530
2013,80327,Scotland,Shetland Islands,A969,PR,447240,1141710,ferry,A970,0.9,0.6,16,23,6150,101,1636,70,44,17,1,2,12,146,8056
2013,74227,East Midlands,Leicestershire,M1,TM,447250,328910,A50,A50,1.7,1.1,0,427,82699,254,15776,2801,778,437,648,1822,8108,14594,113750
2013,38740,East Midlands,Leicestershire,M1,TM,447261,325999,23A,24,3.1,1.9,0,499,96758,297,18458,3277,910,512,759,2132,9486,17076,133088
2013,73373,East Midlands,Derbyshire,M1,TM,447280,378000,30,LA Boundary,2.9,1.8,0,149,71950,338,19468,2751,682,509,1158,3020,8972,17092,108997
2013,16005,East Midlands,Derbyshire,M1,TM,447291,333691,LA Boundary,25,5.1,3.2,0,318,101623,384,17638,3477,615,533,885,3015,8228,16753,136716
2013,36167,East Midlands,Leicestershire,A50,TR,447300,328000,Warre Lane roundabout,M1 J24,1.4,0.9,9,149,32011,103,5238,964,290,563,128,815,2650,5410,42911
2013,46241,North East,Stockton-on-Tees,A19,TU,447300,520000,LA Boundary,A1046,1.2,0.7,0,243,75427,262,14474,1659,548,535,138,436,2669,5985,96391
2013,56239,North East,Middlesbrough,A19,TU,447300,518000,A1130 / A1032,A66,1.7,1.1,0,261,73005,293,11479,1126,446,320,114,335,2183,4524,89562
2013,57374,East Midlands,Derbyshire,A6135,PR,447300,376800,A616,M1,0.4,0.2,3,121,17340,57,3539,636,121,106,76,341,369,1649,22706
2013,80326,Scotland,Shetland Islands,A969,PR,447300,1141120,A970,ferry,1.5,0.9,2,7,6895,142,986,13,1,2,0,0,0,16,8046
2009,990315,East Midlands,Leicestershire,C8206,CR,447300,322820,20,15,958,8,122,8,1,0,24,2,0,35,1138,,,,
2013,73370,East Midlands,Derbyshire,A609,PU,447314,340723,A6096,LA Boundary,1.5,0.9,151,208,12390,372,3004,353,71,51,15,37,32,559,16533
2013,73412,Yorkshire & the Humber,Rotherham,A630,PR,447330,396250,School Lane,LA Boundary,3.7,2.3,19,163,6536,181,1340,161,70,54,13,85,110,493,8713
2013,75108,South East,West Berkshire,A339,TR,447330,171400,A34 bridge,A34 northbound,0.8,0.5,1,86,9801,16,1592,310,63,77,22,87,357,916,12411
2013,945446,South East,Hampshire,U,UU,447340,129813,23,2,503,5,56,4,0,0,0,0,0,4,570,,,,
2009,931442,East Midlands,Nottinghamshire,U,UU,447340,353360,46,57,2601,49,447,38,4,2,2,0,1,47,3201,,,,
2013,8059,South East,West Berkshire,A339,PU,447342,166788,A343,A4 intersection,1.3,0.8,47,228,31429,165,4473,568,109,77,70,116,287,1227,37522
2010,75107,South East,West Berkshire,A34,TR,447350,171350,A339S,A339N,0.8,0.49,3,285,46897,266,6871,2226,162,127,406,915,3539,7375,61694
2013,73852,South East,Oxfordshire,M40,TM,447356,241240,11,LA Boundary,1.2,0.7,0,182,60676,327,8549,1841,248,83,258,1878,4019,8327,78061
2013,945934,South East,Oxfordshire,U,UU,447363,194138,7,0,111,0,26,5,2,0,0,0,0,7,144,,,,
2013,18642,South East,Oxfordshire,A422,PR,447381,241781,M40,LA Boundary,0.5,0.3,8,117,17636,100,2070,341,87,48,25,106,241,848,20771
2013,36005,East Midlands,Leicestershire,M1,TM,447400,322600,23,23A,6.8,4.2,0,212,70732,174,13316,2547,549,441,424,1805,7234,13000,97434
2010,77430,East Midlands,Derbyshire,A6096,PR,447400,342560,Digby St,LA Boundary,0.2,0.12,52,155,15947,40,2921,407,64,77,39,121,98,806,19869
2009,931459,Yorkshire and The Humber,North Yorkshire,U,UR,447400,507150,54,11,2039,24,292,23,9,2,5,2,3,44,2410,,,,
2009,966787,South East,Oxfordshire,B4031,BR,447400,231800,22,27,3572,35,443,76,3,0,2,1,0,82,4159,,,,
2009,969153,East Midlands,Leicestershire,B582,BR,447400,303400,33,55,7220,92,766,96,23,13,13,6,6,157,8290,,,,
2013,47862,South East,West Berkshire,A339,PU,447409,166000,PINCHINGTON LANE,A343,1.3,0.8,20,161,19730,107,2632,351,105,28,46,107,392,1029,23659
2013,940186,East Midlands,Derbyshire,U,UU,447436,340505,4,1,105,0,5,0,0,0,0,0,0,0,111,,,,
2008,945430,South East,Hampshire,U,UU,447437,112648,3,0,136,0,13,2,0,0,0,0,0,2,151,,,,
2009,930408,West Midlands,Warwickshire,C,CR,447450,276010,29,8,959,58,106,7,6,0,0,0,0,13,1144,,,,
2009,969276,South East,Hampshire,U,UU,447454,111596,11,15,730,11,60,10,0,0,0,0,0,10,826,,,,
2013,73808,North East,Middlesbrough,A19,TU,447460,519300,A66,LA Boundary,0.6,0.4,0,243,75427,262,14474,1659,548,535,138,436,2669,5985,96391
2013,940198,East Midlands,Derbyshire,U,UU,447463,337321,2,3,230,52,24,0,0,0,0,0,0,0,309,,,,
2013,946401,South East,West Berkshire,B3421,BU,447464,167043,31,33,4651,18,1106,83,9,1,1,0,1,95,5903,,,,
2013,6527,East Midlands,Leicestershire,A511,PR,447500,311400,B591 Copt Oak Rd,M1,1,0.6,2,216,19737,106,4301,882,198,735,190,980,796,3781,28141
2013,7525,North East,Stockton-on-Tees,A1032,PU,447500,520010,LA Boundary,A1046,1.1,0.7,332,108,14273,182,3080,289,91,108,14,134,90,726,18369
2013,28836,Yorkshire & the Humber,Doncaster,A6023,PU,447500,399740,A6022,A630,5.8,3.6,22,186,13554,165,2133,184,65,64,25,36,63,437,16475
2013,80639,South East,West Berkshire,A339,PR,447500,164900,B4640,PINCHINGTON LANE,1.6,1,23,130,19510,130,2843,415,64,61,76,205,192,1013,23626
2009,966590,East Midlands,Leicestershire,U,UR,447510,290523,5,15,972,3,132,12,1,1,3,2,0,19,1141,,,,
2013,17482,North East,Middlesbrough,A1130,PU,447530,517450,A1130 Mandale Road,A1032,0.7,0.4,86,35,6858,25,1117,50,14,4,1,2,2,73,8108
2009,952571,South East,West Berkshire,U,UU,447533,166408,163,54,7228,32,798,46,5,1,2,2,9,65,8177,,,,
2009,952219,South East,Oxfordshire,U,UR,447560,240890,37,40,2427,20,453,22,2,0,1,1,0,26,2966,,,,
2013,16711,North East,Middlesbrough,A174,TR,447570,514990,A19,A1044,1.5,0.9,4,167,38889,121,5096,620,164,164,62,305,741,2056,46329
2013,81326,Yorkshire & the Humber,Wakefield,A638,PR,447592,412490,A6021 Elm Farm,A6021 Dale lane,0.7,0.4,17,52,5779,33,1056,172,36,269,30,110,116,733,7653
2013,7992,South East,Hampshire,A334,PU,447600,113200,A27,M27,0.9,0.6,14,230,20450,206,3328,396,42,61,12,19,15,545,24759
2013,47562,North East,Middlesbrough,A1130,PU,447600,517200,A1130 Levick Crescent,A1032,0.9,0.6,77,42,9327,188,1027,30,12,39,1,2,4,88,10672
2013,48064,South East,Hampshire,M27,TM,447600,115030,LA Boundary,7,4.5,2.8,0,696,106385,498,18209,2937,602,665,320,1773,1351,7648,133436
2009,97114,East Midlands,Derbyshire,B6002,BU,447606,333757,106,290,15224,108,2062,182,34,14,102,50,25,407,18091,,,,
2008,945936,South East,Oxfordshire,U,UU,447611,212756,4,3,215,0,33,1,0,0,0,0,0,1,252,,,,
2013,17715,East Midlands,Nottinghamshire,A6096,PR,447620,343500,LA Boundary,A610,2.8,1.7,125,320,15371,13,3192,407,97,56,35,150,139,884,19780
