AADFYear,CP,ONS GOR Name,ONS LA Name,Road,RCat,S Ref E,S Ref N,A-Junction,B-Junction,LenNet,LenNet_miles,FdPC,Fd2WMV,FdCar,FdBUS,FdLGV,FdHGVR2,FdHGVR3,FdHGVR4,FdHGVA3,FdHGVA5,FdHGVA6,FdHGV,FdAll_MV
2013,57687,South West,Cornwall excluding Isles of Scilly,A3075,PR,175000,47322,A30,B3285,8.4,5.2,16,76,6916,75,1394,207,58,7,5,9,9,295,8756
2013,77058,Wales,Pembrokeshire,A487,PR,175440,225550,Cross Square,New St,0.5,0.3,16,26,1790,46,397,50,1,0,4,0,0,55,2314
2013,77059,Wales,Pembrokeshire,A487,PR,175500,225500,Cross Square,Nun St,0.5,0.3,39,10,2211,39,320,51,6,2,1,1,0,61,2641
2013,80594,Scotland,Highland,A87,TR,176000,827250,Kyleakin roundabout,"Stoney Rd, Kyle of Lochalsh",2.6,1.6,13,145,2045,112,482,74,23,7,2,14,50,170,2954
2013,17001,South West,Cornwall excluding Isles of Scilly,A39,PR,176657,35000,A394,A393,1.5,0.9,24,128,14639,152,2818,456,94,31,32,71,50,734,18471
2009,61485,South West,Cornwall excluding Isles of Scilly,C7,CU,177000,34031,13,77,6944,76,1538,146,15,27,3,16,5,212,8847,,,,
2013,77999,South West,Cornwall excluding Isles of Scilly,A39,PR,177500,33560,B3292 Falmouth Rd,A394,3.7,2.3,39,129,17980,56,2503,265,40,47,8,22,13,395,21063
2013,946885,South West,Cornwall excluding Isles of Scilly,C,CU,177996,45037,90,63,5248,287,702,38,8,2,1,1,1,51,6351,,,,
2013,50729,Scotland,Highland,A830,TR,178900,782900,A861,A861,22.6,14,1,32,962,32,254,30,4,4,3,13,13,67,1347
2013,990179,Scotland,Argyll,B842,BR,179000,632700,0,1,257,6,42,4,0,13,0,5,0,22,328,,,,
2009,96032,South West,Cornwall excluding Isles of Scilly,C88,CU,179300,31190,31,48,3752,20,440,16,0,0,0,0,0,16,4276,,,,
2013,1144,Scotland,Highland,A884,PR,179700,760200,B8043,A861,11.7,7.3,0,4,244,9,99,9,1,0,1,3,4,18,374
2013,768,Scotland,Highland,A87,TR,179900,827760,"Stoney Rd, Kyle of Lochalsh",A890,8.7,5.4,7,22,2219,124,531,77,25,5,3,11,36,157,3053
2013,8617,South West,Cornwall excluding Isles of Scilly,A39,PU,180000,32614,Castle Drive roundabout,B3292 Faalmouth Rd,3.6,2.2,123,114,11474,117,2040,193,42,22,6,10,14,287,14032
2013,18035,South West,Cornwall excluding Isles of Scilly,A30,TR,180000,50424,B3284,B3285,6.6,4.1,19,119,15033,124,4037,723,181,141,45,235,223,1548,20861
2013,78061,South West,Cornwall excluding Isles of Scilly,A390,PU,180000,44960,roundabout at Threemilestone,Station Road roundabout,3.6,2.2,198,289,25749,630,3717,220,56,14,5,18,22,335,30720
2011,78061,South West,Cornwall excluding Isles of Scilly,A390,PU,180000,44960,roundabout at Threemilestone,Station Rd roundabout,3.6,2.23,212,273,26131,505,3560,227,50,11,8,18,19,333,30802
2009,68376,South West,Cornwall excluding Isles of Scilly,B3284,BR,180000,48301,9,31,5437,53,820,67,4,7,5,1,3,87,6428,,,,
2013,7588,South West,Cornwall excluding Isles of Scilly,A3075,PR,180020,55144,B3285,A392,7.3,4.5,4,33,6980,161,1830,97,23,7,3,9,11,150,9154
2013,50568,Wales,Pembrokeshire,A487,PR,180038,224328,A487 merge,Cross Square (St Davids),24.7,15.3,5,35,2547,53,588,83,11,2,1,4,0,101,3324
2013,50567,Wales,Pembrokeshire,A487,PR,180089,227871,"A487 New St, St Davids",B4331,14.3,8.9,7,18,1570,30,284,45,9,5,0,1,1,61,1963
2013,50942,Scotland,Highland,A832,PR,180400,877300,B8021,B8057,8.3,5.2,16,48,905,17,176,34,8,2,6,0,0,50,1196
2013,967575,Scotland,Argyll,B844,BR,180880,721000,6,31,777,44,122,16,1,0,4,0,0,21,995,,,,
2013,58337,South West,Cornwall excluding Isles of Scilly,A392,PU,180963,60869,Pentire Rd/Mount Wise roundabout,A3058,1.5,0.9,37,112,10947,166,2070,97,42,10,6,6,1,162,13457
2013,1120,Scotland,Highland,A832,PR,181070,875000,B8021,B8056,4.6,2.9,16,53,993,28,119,26,8,7,4,0,0,45,1238
2013,99103,South West,Cornwall excluding Isles of Scilly,A39,PR,181150,42000,A393,A390,10.3,6.4,10,235,20028,275,3172,325,94,64,24,60,73,640,24350
2009,931619,South West,Cornwall excluding Isles of Scilly,C3,CR,181570,56470,7,9,917,39,184,10,3,0,10,1,0,24,1173,,,,
2013,78015,South West,Cornwall excluding Isles of Scilly,A392,PU,181600,60660,A3058,Penina Ave,0.3,0.2,17,57,8629,95,1985,176,24,8,4,4,3,219,10985
2013,58374,South West,Cornwall excluding Isles of Scilly,A3058,PU,181620,61000,A392,A3059,3.7,2.3,27,142,8018,175,2401,73,7,2,2,1,1,86,10822
2013,99090,South West,Cornwall excluding Isles of Scilly,A392,PR,181820,60360,Penina Ave,A3075,0.7,0.4,16,54,8141,90,1873,166,22,7,4,4,3,206,10364
2013,7034,South West,Cornwall excluding Isles of Scilly,A390,PU,182066,44000,Station Road roundabout,A39,1.2,0.7,14,163,16360,77,2061,168,71,14,14,26,30,323,18984
2011,7034,South West,Cornwall excluding Isles of Scilly,A390,PU,182066,44000,Station Rd roundabout,A39,1.2,0.74,24,182,18953,189,2823,319,49,56,25,31,40,520,22667
2013,77107,Scotland,Argyll,A83,PR,182290,662000,A83 (trunk) Kennacraig,B8001,0.6,0.4,0,0,1254,34,382,79,15,10,7,14,45,170,1840
2009,967659,South West,Cornwall excluding Isles of Scilly,U,UU,182300,62244,22,14,895,1,137,11,1,0,0,0,0,12,1059,,,,
2009,954980,Wales,Pembrokeshire,C3072,CR,182338,230848,7,0,478,9,114,18,3,1,1,0,1,24,625,,,,
2013,26427,South West,Cornwall excluding Isles of Scilly,A39,PU,182705,44000,A390,A390,1.5,0.9,9,211,22446,103,3433,386,185,68,30,118,124,911,27104
2008,952038,Wales,Pembrokeshire,C,CR,182847,232061,4,4,167,13,35,3,3,0,0,0,0,6,225,,,,
2008,946862,South West,Cornwall excluding Isles of Scilly,C,CR,182869,61252,15,53,4091,14,651,19,6,13,0,1,0,39,4848,,,,
2013,946886,South West,Cornwall excluding Isles of Scilly,C,CU,182970,62653,0,0,119,0,37,6,1,0,0,0,0,7,163,,,,
2013,28778,South West,Cornwall excluding Isles of Scilly,A392,PR,183000,60250,A3075,A3058,3.1,1.9,24,70,11444,134,2138,200,48,29,30,34,72,413,14199
2013,30797,Scotland,Argyll,A816,PR,183000,697600,B841,B840,11.7,7.3,1,18,1505,11,287,70,8,17,7,18,12,132,1953
2013,46429,South West,Cornwall excluding Isles of Scilly,A39,PU,183140,45000,A390,A390,1.4,0.9,48,279,24980,278,3474,518,176,55,27,116,100,992,30003
2013,50904,Scotland,Highland,A896,PR,183760,842100,"Church St, Lochgarron",Shieldaig (south),22.8,14.2,9,37,473,12,135,20,3,0,2,7,12,44,701
2013,56329,South West,Cornwall excluding Isles of Scilly,A30,TR,184000,53737,B3285,A39,2.7,1.7,1,129,15593,99,4621,577,174,189,31,215,246,1432,21874
2013,57093,South West,Cornwall excluding Isles of Scilly,A3058,PR,184000,61735,A3059,A392,2,1.2,37,83,6431,149,1149,83,10,10,3,2,6,114,7926
2013,7589,South West,Cornwall excluding Isles of Scilly,A39,PR,184163,50000,A390,A30,9,5.6,2,44,10102,50,1905,190,91,41,19,90,86,517,12618
2013,10844,Scotland,Argyll,A83,TR,184300,666100,A83 Kennacraig,A8015,7.7,4.8,0,0,1254,34,382,79,15,10,7,14,45,170,1840
2013,82125,South West,Cornwall excluding Isles of Scilly,A3078,PR,184459,33294,"A3078 split, St Mawes",Castle Point,1.4,0.9,2,3,477,0,165,14,2,2,1,0,0,19,664
2012,48822,South West,Cornwall excluding Isles of Scilly,A3078,PR,184460,33298,A3078 split St Mawes,A3078 split St Mawes,4.2,2.6,2,3,475,0,154,15,2,2,2,0,0,20,652
2013,792,Scotland,Argyll,A816,PR,184500,701600,B840,B844,30.8,19.1,0,35,1087,15,205,55,8,5,1,4,5,78,1420
2013,82126,South West,Cornwall excluding Isles of Scilly,A3078,PR,184663,32981,Castle Point,Buckeys Lane,1.7,1.1,2,3,477,0,165,14,2,2,1,0,0,19,664
2013,82127,South West,Cornwall excluding Isles of Scilly,A3078,PR,184873,33701,Buckeys Lane,A3078 split St Mawes,1.1,0.7,2,3,477,0,165,14,2,2,1,0,0,19,664
2013,80392,Scotland,Argyll,A816,PR,184900,690000,A83,B841,3.2,2,13,19,3284,57,718,140,47,19,1,8,21,236,4314
2013,80363,Scotland,Argyll,A83,TR,184950,680000,A8015,A816,20.6,12.8,6,16,1689,28,479,89,19,12,6,25,61,212,2424
2013,7581,South West,Cornwall excluding Isles of Scilly,A3058,PR,185000,59300,A392,LA Boundary,3.7,2.3,9,68,6138,159,1082,86,27,18,2,4,1,138,7585
2013,16398,South West,Cornwall excluding Isles of Scilly,A390,PR,185000,46081,A39,A3078,7,4.3,7,122,12470,135,2277,190,61,70,7,16,26,370,15374
2013,26332,South West,Cornwall excluding Isles of Scilly,A30,TR,185000,54275,A39,A3076,1.8,1.1,6,137,22838,120,5703,818,212,130,87,378,251,1876,30674
2013,40794,Scotland,Argyll,A816,PR,185000,723230,B844,A85,13.9,8.6,6,15,1877,47,369,87,14,4,3,14,18,140,2448
2013,946832,South West,Cornwall excluding Isles of Scilly,B3289,BR,185170,36282,13,4,641,0,102,10,1,0,0,0,0,11,758,,,,
2009,950861,South West,Cornwall excluding Isles of Scilly,B3276,BR,185287,69262,20,6,1384,15,174,16,4,0,1,0,1,22,1601,,,,
2008,951253,Wales,Pembrokeshire,B4320,BR,185748,202533,0,0,38,0,23,0,0,0,0,0,0,0,61,,,,
2013,74340,Scotland,Argyll,A85,TR,185820,730250,A85 merge,A85 split,0.6,0.4,16,62,2436,60,553,17,19,18,3,4,35,96,3207
2013,74339,Scotland,Argyll,A85,TR,185860,730340,A85 merge,A85 split,0.5,0.3,2,10,1989,22,728,68,68,59,5,22,118,340,3089
2013,74341,Scotland,Argyll,A85,TR,185900,730010,A816,A85 merge,0.3,0.2,61,172,11904,216,2487,254,49,28,9,13,49,402,15181
2013,20772,Scotland,Argyll,A83,TR,186000,688000,A816,Cossack St,0.9,0.6,66,71,5201,83,917,171,31,47,8,24,53,334,6606
2013,27644,South West,Cornwall excluding Isles of Scilly,A3076,PR,186140,55000,A30(T),A3058,3.2,2,3,10,2212,49,339,26,13,10,3,2,4,58,2668
2009,940179,Wales,Pembrokeshire,B4341,BR,186283,213920,12,8,1262,12,190,18,3,2,0,0,0,23,1495,,,,
2013,946836,South West,Cornwall excluding Isles of Scilly,B3276,BR,186473,72117,15,42,1993,13,288,6,4,0,0,0,0,10,2346,,,,
2006,20936,Scotland,North Ayrshire,A841,PR,186630,640000,B880 Blackwater,Lochanza ferry,27.3,16.96,8,35,295,17,86,7,5,3,0,0,0,15,448
2013,946883,South West,Cornwall excluding Isles of Scilly,C,CR,186779,46846,1,0,110,0,33,8,7,1,5,0,0,21,164,,,,
2013,21022,Scotland,Argyll,A8015,PR,187000,668800,A83,"end of road, Tarbert",1.8,1.1,31,3,736,20,148,15,7,0,0,2,0,24,931
2009,966138,South West,Cornwall excluding Isles of Scilly,C80,CR,187642,45385,5,5,282,2,105,8,4,2,9,0,0,23,417,,,,
2013,99092,South West,Cornwall excluding Isles of Scilly,A30,TR,187698,55450,A3076,A3058,3.1,1.9,6,159,21889,290,5066,626,260,197,42,266,286,1677,29081
2013,37678,South West,Cornwall excluding Isles of Scilly,A3058,PR,188000,56613,A3076,A3058 spur to A30,2.1,1.3,6,47,2931,135,650,37,7,2,4,3,6,59,3822
2013,99093,South West,Cornwall excluding Isles of Scilly,A3058,PR,188450,56478,A3058 main route,A30,0.3,0.2,1,8,1145,134,305,34,4,4,7,2,11,62,1654
2013,20930,Scotland,Highland,A832,PR,188940,890000,B8057,C-road Laide,14,8.7,2,5,521,6,118,28,2,5,1,1,1,38,688
2013,99094,South West,Cornwall excluding Isles of Scilly,A30,TR,189800,56886,A3058,A39,4.9,3,1,118,21648,91,4935,876,309,122,76,262,447,2092,28884
2013,941064,Scotland,Argyll,C26,CR,189913,739877,25,9,282,1,33,4,2,1,4,0,4,15,340,,,,
2013,1146,Scotland,Highland,A890,PR,190000,836960,A87,A896,23,14.3,4,69,863,18,188,32,6,1,3,5,10,57,1195
2013,1148,Scotland,Highland,A896,PR,190000,839700,"Church St, Lochcarron",A890,5.5,3.4,9,80,1371,23,318,43,18,10,2,12,16,101,1893
2013,7037,South West,Cornwall excluding Isles of Scilly,A392,PR,190000,60068,A3058,A39,6.6,4.1,1,56,5189,82,1406,104,36,7,17,24,19,207,6940
2013,10949,Scotland,Highland,A861,PR,190000,760270,B8043,A884,10.1,6.3,1,13,588,7,111,23,9,0,1,1,2,36,755
2013,20566,Wales,Pembrokeshire,A487,PR,190000,233070,B4331,A4219,6.5,4,1,26,1350,31,225,29,3,6,1,0,1,40,1672
2013,27646,South West,Cornwall excluding Isles of Scilly,A3078,PR,190000,39252,"A3078 split, St Mawes",A390,20.3,12.6,2,24,2221,60,689,80,12,4,3,2,0,101,3095
2013,37679,South West,Cornwall excluding Isles of Scilly,A3059,PR,190000,63149,A3058,A39,8.5,5.3,11,145,6204,159,1314,98,123,15,8,8,5,257,8079
2013,40771,Scotland,Argyll,A85,TR,190000,733900,A85 split,A828,7.1,4.4,19,121,6309,181,1137,198,50,23,3,23,24,321,8069
2013,50772,Scotland,Highland,A87,TR,190000,823900,A890,C-road Shiel Bridge,16.9,10.5,4,34,1559,54,306,73,25,24,9,13,41,185,2138
2013,10645,Wales,Pembrokeshire,A4076,TU,190026,206051,"St Anne's Rd, Milford Haven",Thornton Rd,3.4,2.1,35,135,13399,342,2174,161,54,11,2,22,29,279,16329
2013,946828,South West,Cornwall excluding Isles of Scilly,B3276,BR,190939,74753,5,66,2679,6,422,86,18,3,5,3,9,124,3297,,,,
2013,99098,South West,Cornwall excluding Isles of Scilly,A39,PR,191008,61045,A392,A3059,2.7,1.7,10,129,9737,136,2061,242,99,118,18,35,40,552,12615
2013,50797,Scotland,Argyll,A828,TR,191100,734600,A85,B845,11.3,7,22,90,4637,96,912,134,29,53,3,16,15,250,5985
2013,99097,South West,Cornwall excluding Isles of Scilly,A39,PR,191300,59746,A30(T),A392,1.5,0.9,1,88,10078,77,2282,312,119,69,53,43,73,669,13194
2013,951246,Wales,Pembrokeshire,B4330,BR,191719,224635,10,4,570,3,122,27,1,1,10,2,2,43,742,,,,
2013,78470,Wales,Pembrokeshire,A4076,TR,191790,208500,"Thornton Rd, Milford Haven",A477,2.7,1.7,5,51,7223,88,1190,138,27,12,2,21,12,212,8764
2013,30933,Scotland,Highland,A832,PR,191800,870280,B8056,A896,26,16.2,0,5,384,9,131,21,7,7,0,2,1,38,567
2009,956076,South West,Cornwall excluding Isles of Scilly,C8,CR,191960,51126,4,13,1656,22,466,37,10,3,6,1,1,58,2215,,,,
2009,954985,Wales,Pembrokeshire,C3101,CR,192541,201097,20,70,1301,10,338,53,74,92,9,44,59,331,2050,,,,
2009,966139,South West,Cornwall excluding Isles of Scilly,C79,CR,192763,39281,0,3,193,9,32,5,2,0,0,0,0,7,244,,,,
2008,951264,Wales,Pembrokeshire,U,UR,193285,239465,0,0,68,0,17,7,0,0,0,0,0,7,92,,,,
2013,40659,Wales,Pembrokeshire,A4219,PR,193581,234705,A487,A40,2.3,1.4,8,11,612,15,195,31,26,10,2,2,1,72,905
2013,30646,Wales,Pembrokeshire,A4076,TR,193910,212673,A477,A487 western loop,5.4,3.4,0,54,13088,184,2092,335,49,55,12,70,42,563,15981
2013,40568,Wales,Pembrokeshire,A487,PR,194020,236989,A4219,A40E,2.7,1.7,18,19,1281,15,186,29,18,1,0,1,0,49,1550
2013,951259,Wales,Pembrokeshire,C,CU,194192,214796,10,1,1311,6,153,8,1,0,0,0,0,9,1480,,,,
2013,516,Wales,Pembrokeshire,A40,TR,194270,230000,A4219,B4331,6,3.7,11,100,4936,40,741,141,32,22,8,48,20,271,6088
2013,50933,Scotland,North Ayrshire,A841,PR,194300,649800,B880 The String,Lochranza ferry,21.7,13.5,16,12,259,13,37,8,1,0,0,0,0,9,330
2000,30518,Wales,Pembrokeshire,A40,TR,194300,235000,,,3,1.86,3,21,3639,34,499,91,38,3,1,7,3,143,4336
2013,946909,South West,Cornwall excluding Isles of Scilly,U,UU,194328,53504,3,19,422,0,42,1,0,0,0,0,0,1,484,,,,
2013,74259,Wales,Pembrokeshire,A40,TR,194430,235700,A4219,A40,1.9,1.2,6,64,4779,104,816,145,37,12,1,36,15,246,6009
2009,990305,Wales,Pembrokeshire,U,UU,194438,215547,42,22,1434,15,164,12,0,0,0,0,0,12,1647,,,,
2013,56371,South West,Cornwall excluding Isles of Scilly,A39,PR,194601,70069,A3059,A389,10.5,6.5,0,36,6434,79,1323,176,102,52,10,23,30,393,8265
2013,81120,Wales,Pembrokeshire,A487,PU,194740,214900,A4076,Dew Street,0.8,0.5,17,138,12538,297,2618,124,89,57,1,17,5,293,15884
2013,76077,Wales,Pembrokeshire,A40,TR,194750,236750,A40,A487,1.1,0.7,1,36,2718,26,376,83,22,2,4,30,16,157,3313
2013,74258,Wales,Pembrokeshire,A40,TR,194770,237900,A487,A487,0.9,0.6,12,71,6604,160,967,107,7,1,4,32,23,174,7976
2004,99771,Wales,Pembrokeshire,A487,PU,194900,215362,A4076,A487 merge,1.7,1.05,9,120,11212,80,1265,189,36,10,5,7,12,259,12936
2013,81121,Wales,Pembrokeshire,A487,PU,194960,215430,Dew Street,City Road,0.7,0.4,13,95,8986,204,1335,115,16,10,1,7,2,151,10771
2013,20549,Wales,Pembrokeshire,A477,PR,194975,206967,A4076,A4139 London Road,8.9,5.5,23,80,9855,123,1953,200,52,67,5,18,7,349,12360
2013,16995,South West,Cornwall excluding Isles of Scilly,A389,PR,195000,71510,A39(T),B3276,8.6,5.3,7,74,4682,45,708,34,15,1,8,3,2,63,5572
2013,17550,South West,Cornwall excluding Isles of Scilly,A3058,PR,195000,52988,A3058 spur to A30,"Edgcumbe Green, St Austell",13.7,8.5,8,83,5862,99,1239,93,39,20,26,8,1,187,7470
2013,99789,Wales,Pembrokeshire,A487,TR,195000,237520,A487/A40,A40,1.2,0.7,3,41,4498,124,819,94,4,1,0,0,0,99,5581
2000,990178,Scotland,Argyll & Bute,B8000,BR,195000,688100,0,0,59,0,25,4,1,0,0,0,0,5,89,,,,
2013,50561,Wales,Pembrokeshire,A4076,TU,195063,214645,A487 western loop,A487 eastern loop,1.9,1.2,40,218,16003,239,3551,477,219,111,11,66,68,952,20963
2009,72077,Wales,Pembrokeshire,B4320,BR,195147,199997,22,71,3143,40,628,93,25,26,11,61,45,261,4143,,,,
2013,81122,Wales,Pembrokeshire,A487,PU,195150,215790,City Road,A487,0.2,0.1,7,162,11951,218,1708,123,12,7,1,14,2,159,14198
2013,76078,Wales,Pembrokeshire,A40,TR,195300,236670,A40,A487,1.2,0.7,8,28,4161,87,826,100,24,11,4,3,1,143,5245
2009,967660,South West,Cornwall excluding Isles of Scilly,U,UR,195330,57968,47,31,1065,9,159,3,0,0,3,0,1,7,1271,,,,
2013,20518,Wales,Pembrokeshire,A40,TR,195365,219024,B4331,A40 split,13.2,8.2,2,100,7271,103,1371,185,59,79,4,51,37,415,9260
2013,99772,Wales,Pembrokeshire,A487,PU,195398,216001,A487 merge,A40,0.3,0.2,27,182,17898,207,3054,208,43,31,7,24,14,327,21668
2013,30680,Wales,Pembrokeshire,A40,TU,195554,215900,A487,A4076,0.4,0.2,42,143,21155,815,3293,346,69,43,14,25,23,520,25926
2013,40517,Wales,Pembrokeshire,A40,TU,195600,216350,A487,hospital roundabout,0.8,0.5,41,132,12338,165,2034,169,48,26,2,9,3,257,14926
2009,931722,Wales,Pembrokeshire,U,UR,195830,236680,4,13,850,4,191,13,2,0,0,0,0,15,1073,,,,
2013,99096,South West,Cornwall excluding Isles of Scilly,A30,TR,195846,61500,A39,A391,12.1,7.5,4,118,16256,48,5128,713,275,121,118,372,286,1885,23435
2013,78445,Wales,Pembrokeshire,A40,TR,195930,217000,hospital roundabout,A40 split,0.7,0.4,39,127,11844,158,1952,163,46,25,2,9,3,248,14329
2013,99788,Wales,Pembrokeshire,A40,TR,196000,215850,A487 eastern loop,A40E,0.6,0.4,3,100,12040,98,2307,404,84,68,26,99,93,774,15319
2007,40939,Scotland,North Ayrshire,A841,PR,196200,621470,B880,"The Ross, Monamore Bridge",30.1,18.7,0,3,283,16,72,2,0,5,0,0,0,7,381
2013,40796,Scotland,Argyll,A828,TR,196230,741820,B845,LA Boundary,17.4,10.8,8,66,1974,42,368,71,19,13,3,6,11,123,2573
2013,99790,Wales,Pembrokeshire,A40,TR,196329,217065,A40 split,A4076,2,1.2,8,149,6282,99,1616,242,67,67,10,93,58,537,8683
2009,967314,Wales,Pembrokeshire,U,UR,196492,203167,6,12,1291,2,116,4,0,0,0,0,0,4,1425,,,,
2013,77019,Wales,Pembrokeshire,A4139,PR,196500,203690,Melvillle Street,Water St roundabout,1,0.6,1,81,5421,36,778,102,31,4,4,76,59,276,6592
2013,951251,Wales,Pembrokeshire,B4325,BU,196608,205005,14,42,1411,46,208,34,4,1,0,0,0,39,1746,,,,
2008,946898,South West,Cornwall excluding Isles of Scilly,U,UR,196725,70578,0,0,12,0,4,0,0,0,0,0,0,0,16,,,,
2003,641,Wales,Pembrokeshire,A4139,PR,196993,203281,Ferry Lane,Water St roundabout,1.6,0.99,57,58,3158,16,435,17,1,0,0,1,1,20,3687
2013,946865,South West,Cornwall excluding Isles of Scilly,C,CR,196994,76537,25,39,3862,12,772,177,25,5,43,5,12,267,4952,,,,
2013,30551,Wales,Pembrokeshire,A4139,PR,197050,203740,Water St roundabout,A477,0.7,0.4,21,129,11483,100,1597,291,24,15,4,113,50,497,13806
2013,99100,South West,Cornwall excluding Isles of Scilly,A39,PR,197100,72497,A389,A389,4.8,3,0,97,9221,103,1972,305,62,22,67,13,34,503,11896
2013,30799,Scotland,Highland,A830,TR,197500,779200,A861,B8004,15.6,9.7,1,24,1342,30,421,63,24,14,1,23,21,146,1963
2009,990297,South West,Cornwall excluding Isles of Scilly,C766,CR,197537,72530,11,46,6544,57,769,73,26,12,13,12,9,145,7561,,,,
2013,661,Wales,Pembrokeshire,A477,TR,197703,203517,A4139 London Rd,A4139 Ferry Lane,0.2,0.1,40,53,14712,153,2556,452,44,25,11,95,62,689,18163
2013,952037,Wales,Pembrokeshire,B4319,CR,197751,198657,11,9,1235,7,106,17,8,5,0,3,1,34,1391,,,,
2013,20649,Wales,Pembrokeshire,A4139,PR,197800,203300,A477,A4139 split (Pembroke Dock),0.4,0.2,14,71,9867,131,1536,174,6,6,1,4,1,192,11797
2013,40768,Scotland,Argyll,A83,TR,197900,696300,"Cossack St roundabout, Lochgilphead",C-road Furnace,26.5,16.5,1,25,1858,32,393,101,30,19,8,26,49,233,2541
2013,40653,Wales,Pembrokeshire,A4139,PR,198255,202074,A4139 Bush St (Pembroke Dock),A4139 Westgate Hill,1.7,1.1,91,119,12641,177,1883,184,10,3,1,1,0,199,15019
2013,77060,Wales,Pembrokeshire,A4139,PR,198330,201400,Northgate St,Orange Way,0.7,0.4,17,41,6470,87,910,117,2,11,1,2,0,133,7641
2013,50658,Wales,Pembrokeshire,A4139,PR,198593,201398,A4139 Northgate St,A4075,0.7,0.4,9,68,6914,128,1123,59,6,2,0,2,6,75,8308
2013,30663,Wales,Pembrokeshire,A4139,PR,198600,201250,Common Rd,A4075,0.7,0.4,16,30,7815,128,1164,70,7,2,0,4,3,86,9223
2013,951248,Wales,Pembrokeshire,B4329,BR,198958,221130,16,7,1732,11,317,100,10,24,4,14,10,162,2229,,,,
2013,74260,Wales,Pembrokeshire,A487,TR,198995,237573,A40,B4329,18.4,11.4,0,21,2880,121,504,102,39,22,1,4,0,168,3694
2008,951262,Wales,Pembrokeshire,U,UR,199063,238031,0,0,53,0,6,6,0,0,0,0,0,6,65,,,,
2013,30798,Scotland,Highland,A828,TR,199500,755500,LA Boundary,A82,13.3,8.3,5,108,1499,30,394,44,20,1,1,8,23,97,2128
2013,50908,Scotland,Argyll,A886,PR,199660,683500,A8003,B8000,18.6,11.6,0,1,259,8,73,14,5,1,1,0,12,33,374
2013,40640,Wales,Pembrokeshire,A4075,PR,199679,201601,A4139,A477,3.5,2.2,4,22,2601,15,677,153,74,146,8,76,100,557,3872
2013,10517,Wales,Pembrokeshire,A40,TR,200000,215815,A4076,A4075,11.6,7.2,1,47,10915,117,1796,380,96,65,28,135,121,825,13700
2013,20956,Scotland,Highland,A896,PR,200000,858000,C-road at southern edge of Shieldaig,A832,26.5,16.5,0,0,180,4,61,7,0,0,0,0,1,8,253
2013,30949,Scotland,Highland,A861,PR,200000,762900,B8043,Corran ferry,10.4,6.5,3,8,627,5,191,22,3,4,5,6,5,45,876
2013,50545,Wales,Pembrokeshire,A477,TR,200000,202950,A4139 Ferry Lane,A4075,4.4,2.7,10,67,7049,62,1303,265,49,33,11,114,79,551,9032
2013,80339,Scotland,Argyll,A85,TR,200000,731200,A828,A819,29.3,18.2,9,55,3181,129,564,136,22,7,10,25,42,242,4171
2013,99102,South West,Cornwall excluding Isles of Scilly,A390,PR,200000,51732,A3078,A3058,13.1,8.1,24,135,11950,111,2109,250,75,32,9,14,16,396,14701
2000,10567,Wales,Pembrokeshire,A487,TR,200000,237900,B4329,A40S,18.5,11.49,10,14,2828,53,496,123,15,0,10,0,3,151,3542
2013,996052,Scotland,North Ayrshire,B880,BR,200000,636700,4,4,720,23,109,23,3,20,2,0,0,48,904,,,,
2012,96052,Scotland,North Ayrshire,B880,BR,200000,636700,22,2,619,21,149,19,5,0,0,1,2,26,817,,,,
2009,68371,South West,Cornwall excluding Isles of Scilly,B3274,BR,200000,58113,4,83,5307,42,1337,139,46,22,17,26,13,263,7032,,,,
2013,50662,Wales,Pembrokeshire,A4139,PR,200016,200938,A4075,A4218,17.2,10.7,23,35,3510,73,598,42,7,2,0,2,0,53,4269
2004,931618,South West,Cornwall excluding Isles of Scilly,C111,CR,200260,76560,3,0,188,1,29,4,1,0,0,0,0,5,223,,,,
2013,80362,Scotland,Dumfries,A77,PR,200300,554500,South Crescent,B738,1.1,0.7,0,12,931,28,146,14,3,0,0,0,1,18,1135
2013,946848,South West,Cornwall excluding Isles of Scilly,B3267,BR,200345,80347,8,8,1871,15,270,23,2,1,0,0,0,26,2190,,,,
2013,80241,Scotland,Argyll,A8003,PR,200400,680000,B8000 Tighnabruaich,A886,11,6.8,2,7,396,22,98,33,6,1,1,1,5,47,570
2013,78034,South West,Cornwall excluding Isles of Scilly,A3058,PU,200500,52270,Edgcumbe Green,A390,0.8,0.5,9,92,6507,110,1376,103,44,22,29,9,1,208,8293
