Road,S Ref E,S Ref N,Score
U,580167,329049,-1
U,582729,336587,-1
U,583660,144390,-1
U,583724,242129,-1
U,584562,191621,-1
U,585773,124026,-1
U,585939,152898,-1
U,586092,334060,-1
U,586459,128953,-1
U,589582,164720,-1
U,589800,216660,-1
U,590168,325402,-1
U,591980,313058,-1
U,593168,223372,-1
U,593430,337096,-1
U,594955,187462,-1
U,599384,159444,-1
U,600330,323975,-1
U,600631,136305,-1
U,600660,162971,-1
U,600749,126040,-1
U,601786,332296,-1
U,602581,234094,-1
U,605634,149119,-1
U,605727,310078,-1
U,607610,315312,-1
U,608988,223336,-1
U,609300,145800,-1
U,610120,318274,-1
U,611658,153211,-1
U,611909,293764,-1
U,613186,299560,-1
U,613673,134842,-1
U,618302,152407,-1
U,620562,230225,-1
U,621505,139670,-1
U,622203,245000,-1
U,627039,302704,-1
U,627111,319987,-1
U,633210,158350,-1
U,635803,308702,-1
U,636051,326945,-1
U,639111,294544,-1
U,641039,299134,-1
U,643423,260798,-1
U,644392,295127,-1
U,649129,274733,-1
U,651900,302090,-1
U,652069,304042,-1
U11320,382705,272584,-1
U13012,378038,276981,-1
U13213,385453,279763,-1
U19089,635341,329519,-1
U20002,393100,272000,-1
U21402,399130,274340,-1
U40028,384587,270834,-1
U41002,384946,259544,-1
U41008,387251,260207,-1
U42004,394948,263218,-1
U46003,399668,238247,-1
U47019,394560,245710,-1
U61411,377720,239914,-1
U61618,379372,240243,-1
U62011,383644,249695,-1
U62416,381970,257730,-1
C,272220,677570,-1
C129,402320,393380,-1
U,146024,30030,-1
U,146991,29877,-1
U,163776,40508,-1
U,165897,28644,-1
U,194328,53504,-1
U,194438,215547,-1
U,223270,676910,-1
U,232020,373130,-1
U,241489,58757,-1
U,244288,58435,-1
U,245062,59148,-1
U,245390,661870,-1
U,245508,57381,-1
U,245898,55892,-1
U,246000,56000,-1
U,246665,58864,-1
U,247152,57626,-1
U,247174,58164,-1
U,248617,60137,-1
U,248670,55557,-1
U,249117,56505,-1
U,249218,55837,-1
U,250586,59298,-1
U,251631,52949,-1
U,251963,51954,-1
U,251979,146402,-1
U,252412,53304,-1
U,253879,56752,-1
U,255293,56195,-1
U,255455,57137,-1
U,256662,660175,-1
U,256679,132182,-1
U,258500,199350,-1
U,259230,664100,-1
U,259516,197953,-1
U,260446,195228,-1
U,261091,201421,-1
U,262310,655240,-1
U,262961,196884,-1
U,264130,659390,-1
U,265258,193094,-1
U,266270,844390,-1
U,266972,198618,-1
U,269770,201671,-1
U,270870,661880,-1
U,273993,191108,-1
U,274140,190918,-1
U,275000,192620,-1
U,275070,674090,-1
U,277160,377310,-1
U,279720,378340,-1
U,280240,375686,-1
U,281150,682110,-1
U,281476,178057,-1
U,282803,379816,-1
U,285420,190210,-1
U,286320,680360,-1
U,287285,61830,-1
U,287738,60502,-1
U,288000,60000,-1
U,289007,60319,-1
U,289208,64164,-1
U,289856,179615,-1
U,289890,178660,-1
U,290819,54791,-1
U,290906,65602,-1
U,291000,180000,-1
U,291835,65051,-1
U,292007,56400,-1
U,292139,64455,-1
U,292510,63087,-1
U,294085,74103,-1
U,295060,377155,-1
U,295090,89457,-1
U,295100,112500,-1
U,295678,196348,-1
U,296233,93023,-1
U,296914,195920,-1
U,296983,169368,-1
U,298625,174704,-1
U,298755,203229,-1
U,300056,196722,-1
U,300373,81305,-1
U,301767,530299,-1
U,302507,192781,-1
U,304636,183598,-1
U,304849,207410,-1
U,305084,166664,-1
U,305370,197640,-1
U,306208,193922,-1
U,306431,184916,-1
U,306630,208880,-1
U,306918,191005,-1
U,307256,192423,-1
U,307418,189692,-1
U,308172,531595,-1
U,308720,186712,-1
U,310074,167245,-1
U,310298,169508,-1
U,311070,685910,-1
U,311550,169480,-1
U,312400,180590,-1
U,312650,169410,-1
U,312715,530524,-1
U,312785,178290,-1
U,313965,179078,-1
U,314250,199000,-1
U,314279,187157,-1
U,314380,187250,-1
U,314537,188686,-1
U,314610,177210,-1
U,315195,191413,-1
U,315692,176988,-1
U,315759,181192,-1
U,315809,179695,-1
U,316021,176455,-1
U,316093,178743,-1
U,316155,100039,-1
U,316298,210123,-1
U,316312,181586,-1
U,316775,180877,-1
U,317374,181997,-1
U,317462,176365,-1
U,317645,183466,-1
U,318191,178199,-1
U,318223,177458,-1
U,318691,182579,-1
U,318843,178535,-1
U,319433,180095,-1
U,319595,180498,-1
U,319719,178017,-1
U,319971,181136,-1
U,320028,469024,-1
U,320262,177099,-1
U,320272,672806,-1
U,321326,387825,-1
U,322551,386623,-1
U,322720,386830,-1
U,322772,179936,-1
U,323040,124100,-1
U,323816,371955,-1
U,323888,181635,-1
U,324006,372433,-1
U,324107,180183,-1
U,324283,180516,-1
U,324340,180810,-1
U,324928,181452,-1
U,325280,389760,-1
U,325344,189943,-1
U,326160,382271,-1
U,326192,389215,-1
U,326320,383950,-1
U,326348,387958,-1
U,326450,204710,-1
U,326564,388805,-1
U,326986,203257,-1
U,327025,360120,-1
U,327437,188858,-1
U,327621,380570,-1
U,328030,381880,-1
U,328225,387971,-1
U,328247,136906,-1
U,328306,341503,-1
U,328360,380402,-1
U,328483,369448,-1
U,328627,407027,-1
U,328745,194122,-1
U,328964,194013,-1
U,329267,693384,-1
U,329343,369404,-1
U,329375,393054,-1
U,329437,195033,-1
U,329801,98223,-1
U,329808,187034,-1
U,329875,386200,-1
U,330256,377220,-1
U,330421,344065,-1
U,330452,391780,-1
U,330563,215836,-1
U,330610,188739,-1
U,330740,437674,-1
U,330884,412451,-1
U,330980,438870,-1
U,331000,190000,-1
U,331190,186652,-1
U,331204,147874,-1
U,331285,187256,-1
U,331354,436195,-1
U,331398,441446,-1
U,331430,162710,-1
U,331570,664570,-1
U,331596,435909,-1
U,331658,399370,-1
U,331705,138186,-1
U,331760,186818,-1
U,331870,399377,-1
U,332076,432215,-1
U,332095,444142,-1
U,332200,442828,-1
U,332459,437856,-1
U,332465,378067,-1
U,332603,436613,-1
U,332665,398003,-1
U,332690,416646,-1
U,332695,369061,-1
U,332915,385988,-1
U,332979,414382,-1
U,332980,434960,-1
U,333031,157807,-1
U,333093,429996,-1
U,333104,160155,-1
U,333317,397783,-1
U,333321,416026,-1
U,333348,438129,-1
U,333670,186886,-1
U,333722,441459,-1
U,333730,441946,-1
U,333943,400570,-1
U,333969,396750,-1
U,334372,188450,-1
U,334557,392011,-1
U,335086,189217,-1
U,335320,391046,-1
U,335344,439225,-1
U,335616,189106,-1
U,335682,388998,-1
U,335697,396581,-1
U,335732,395064,-1
U,335959,163592,-1
U,336040,700000,-1
U,336042,354731,-1
U,336170,399480,-1
U,336334,427790,-1
U,336428,163167,-1
U,336458,395395,-1
U,336460,397155,-1
U,336514,397920,-1
U,336535,396775,-1
U,336584,163705,-1
U,336641,162698,-1
U,336711,402383,-1
U,336778,377377,-1
U,337000,391130,-1
U,337400,393640,-1
U,338117,402734,-1
U,338173,386580,-1
U,338337,363946,-1
U,338414,387000,-1
U,338550,402538,-1
U,338566,402322,-1
U,338570,395020,-1
U,338763,397169,-1
U,338809,393032,-1
U,339075,385845,-1
U,339252,555735,-1
U,339257,390829,-1
U,339288,374815,-1
U,339342,391891,-1
U,339419,393799,-1
U,339773,394490,-1
U,339941,391475,-1
U,339976,390107,-1
U,340121,395111,-1
U,340158,394998,-1
U,340300,407000,-1
U,340626,390514,-1
U,340842,428515,-1
U,341102,389086,-1
U,341167,391285,-1
U,341709,171079,-1
U,341836,158568,-1
U,341922,553373,-1
U,341932,399558,-1
U,341945,395565,-1
U,342169,391790,-1
U,342290,461571,-1
U,342323,458702,-1
U,342344,387830,-1
U,342407,390923,-1
U,342448,366915,-1
U,342704,166362,-1
U,342747,385328,-1
U,342770,389187,-1
U,342875,390903,-1
U,342904,187598,-1
U,343194,385468,-1
U,343663,383257,-1
U,343810,383630,-1
U,344231,175649,-1
U,344335,382782,-1
U,344608,749921,-1
U,344629,422819,-1
U,344970,385742,-1
U,345099,293383,-1
U,345100,390210,-1
U,345495,383385,-1
U,345573,160515,-1
U,346184,92555,-1
U,346290,462582,-1
U,346550,390445,-1
U,346866,392939,-1
U,347360,392080,-1
U,347630,390562,-1
U,347663,392816,-1
U,347781,391345,-1
U,347842,308664,-1
U,348020,93415,-1
U,348094,401103,-1
U,348124,396075,-1
U,348243,392269,-1
U,348523,460490,-1
U,349026,313658,-1
U,349435,410493,-1
U,349944,406571,-1
U,350248,314655,-1
U,350654,383206,-1
U,350855,493920,-1
U,351366,421747,-1
U,351672,239443,-1
U,351704,397798,-1
U,351770,386847,-1
U,351877,177930,-1
U,352005,530038,-1
U,352160,241116,-1
U,352526,392691,-1
U,352690,177291,-1
U,353407,432567,-1
U,353408,387529,-1
U,353661,116557,-1
U,353676,433154,-1
U,353755,177393,-1
U,353886,394610,-1
U,354338,405800,-1
U,354370,422392,-1
U,354724,408883,-1
U,354792,170520,-1
U,354800,426024,-1
U,355350,176002,-1
U,355770,380480,-1
U,355870,432388,-1
U,356106,177274,-1
U,356125,407457,-1
U,356145,117787,-1
U,356360,388900,-1
U,356368,117211,-1
U,356560,397424,-1
U,356825,403518,-1
U,357112,174548,-1
U,357471,171153,-1
U,357522,175137,-1
U,357530,422958,-1
U,357754,175691,-1
U,357907,174921,-1
U,357980,168133,-1
U,358164,177015,-1
U,358333,176956,-1
U,358409,406598,-1
U,358633,169114,-1
U,358775,176317,-1
U,358798,418101,-1
U,358838,389278,-1
U,359123,417757,-1
U,359226,170283,-1
U,359237,406733,-1
U,359243,175210,-1
U,359374,412742,-1
U,359399,170795,-1
U,359427,181243,-1
U,359427,390436,-1
U,359450,395492,-1
U,359604,172375,-1
U,359782,436366,-1
U,360307,167016,-1
U,360613,390825,-1
U,360653,170957,-1
U,361069,181754,-1
U,361070,385660,-1
U,361522,173916,-1
U,361705,385421,-1
U,361833,143354,-1
U,361908,181556,-1
U,362151,175877,-1
U,362313,168185,-1
U,362559,391719,-1
U,362857,404765,-1
U,362870,180435,-1
U,362899,389713,-1
U,363128,176155,-1
U,363300,403920,-1
U,363372,411380,-1
U,363480,386640,-1
U,363668,390412,-1
U,363815,172738,-1
U,363917,202971,-1
U,363922,171226,-1
U,363994,411000,-1
U,364083,176552,-1
U,364131,392310,-1
U,364149,191004,-1
U,364217,167543,-1
U,364276,172060,-1
U,364292,397784,-1
U,364510,168275,-1
U,364690,741905,-1
U,364710,175822,-1
U,364758,80144,-1
U,364840,177735,-1
U,364861,176252,-1
U,364948,174897,-1
U,365000,352000,-1
U,365090,211879,-1
U,365148,410606,-1
U,365337,353118,-1
U,365381,401578,-1
U,365398,391981,-1
U,365605,178286,-1
U,365620,395702,-1
U,365626,311959,-1
U,365669,171527,-1
U,365723,173516,-1
U,365821,153818,-1
U,365936,367720,-1
U,365984,177070,-1
U,366026,406958,-1
U,366480,406199,-1
U,366613,392340,-1
U,366840,428840,-1
U,366972,402788,-1
U,367000,400000,-1
U,367006,171797,-1
U,367016,426035,-1
U,367159,399263,-1
U,367330,428455,-1
U,367769,77888,-1
U,368041,428380,-1
U,368060,399656,-1
U,368238,432716,-1
U,368308,422938,-1
U,368368,422826,-1
U,368463,78704,-1
U,368522,423446,-1
U,368575,73166,-1
U,368880,211835,-1
U,368963,426060,-1
U,368966,305898,-1
U,369060,308070,-1
U,369200,304450,-1
U,369461,402354,-1
U,369570,427590,-1
U,369679,411680,-1
U,369790,387710,-1
U,369812,408092,-1
U,370065,410345,-1
U,370080,401600,-1
U,370134,313032,-1
U,370341,365226,-1
U,370427,383564,-1
U,370613,421801,-1
U,370941,236699,-1
U,370952,391236,-1
U,371004,309772,-1
U,371253,314105,-1
U,371394,182249,-1
U,371516,405744,-1
U,371543,225615,-1
U,371683,410325,-1
U,371735,314351,-1
U,371756,409564,-1
U,371830,393930,-1
U,371880,413450,-1
U,371994,182627,-1
U,372098,164050,-1
U,372105,404821,-1
U,372211,165428,-1
U,372359,405700,-1
U,372527,225735,-1
U,372570,394458,-1
U,372900,405320,-1
U,372995,395282,-1
U,373026,429868,-1
U,373035,181683,-1
U,373250,355557,-1
U,373260,441618,-1
U,373450,402270,-1
U,374197,410503,-1
U,374245,394976,-1
U,374343,431470,-1
U,374722,396055,-1
U,374725,442140,-1
U,374811,408962,-1
U,374960,409226,-1
U,374980,401650,-1
U,375073,319398,-1
U,375376,428664,-1
U,375532,429774,-1
U,375686,164028,-1
U,375741,398880,-1
U,375851,399493,-1
U,376005,390713,-1
U,376043,166257,-1
U,376728,148202,-1
U,376777,387252,-1
U,376798,401014,-1
U,376898,386985,-1
U,376942,388067,-1
U,377032,403843,-1
U,377196,401167,-1
U,377206,407494,-1
U,377232,389972,-1
U,377280,427150,-1
U,377281,401439,-1
U,377311,360910,-1
U,377396,387732,-1
U,377562,166097,-1
U,377827,387072,-1
U,377827,390995,-1
U,378100,168000,-1
U,378387,355333,-1
U,378399,391513,-1
U,378460,399930,-1
U,378506,421126,-1
U,378680,390077,-1
U,379000,385230,-1
U,379087,401340,-1
U,379218,388438,-1
U,379580,434184,-1
U,379913,395584,-1
U,380059,432735,-1
U,380136,395345,-1
U,380656,391122,-1
U,380662,409848,-1
U,380755,388693,-1
U,380914,405422,-1
U,380950,402750,-1
U,380983,410411,-1
U,381037,411323,-1
U,381115,388131,-1
U,381470,423169,-1
U,381531,399376,-1
U,381561,216905,-1
U,381620,393920,-1
U,381624,394612,-1
U,381794,392940,-1
U,382033,432936,-1
U,382139,276108,-1
U,382151,403073,-1
U,382580,433155,-1
U,382797,392229,-1
U,382832,328873,-1
U,382880,395140,-1
U,382920,403997,-1
U,383045,217419,-1
U,383048,352466,-1
U,383107,351054,-1
U,383208,160975,-1
U,383440,402880,-1
U,383451,402770,-1
U,383520,392163,-1
U,383521,431858,-1
U,383686,400703,-1
U,383795,284379,-1
U,383864,402508,-1
U,383954,207083,-1
U,384082,199388,-1
U,384186,401392,-1
U,384206,204661,-1
U,384412,397960,-1
U,384629,402000,-1
U,384783,434278,-1
U,384993,348460,-1
U,385054,411414,-1
U,385185,401737,-1
U,385226,342770,-1
U,385258,343561,-1
U,385266,155961,-1
U,385300,205610,-1
U,385339,437482,-1
U,385378,385803,-1
U,385389,396445,-1
U,385395,434551,-1
U,385418,352902,-1
U,385480,393491,-1
U,385576,439020,-1
U,385667,352852,-1
U,385690,351792,-1
U,385691,395885,-1
U,385741,350387,-1
U,385765,386181,-1
U,385778,400278,-1
U,386030,388361,-1
U,386096,158988,-1
U,386115,351543,-1
U,386161,398991,-1
U,386273,441622,-1
U,386374,403820,-1
U,386375,362461,-1
U,386387,151356,-1
U,386463,392917,-1
U,386529,299382,-1
U,386561,401614,-1
U,386659,435337,-1
U,386739,438542,-1
U,386760,394993,-1
U,386762,298637,-1
U,387000,298440,-1
U,387090,344700,-1
U,387290,404278,-1
U,387360,200600,-1
U,387548,348214,-1
U,387690,298711,-1
U,387822,255024,-1
U,387900,411114,-1
U,387946,389186,-1
U,387951,345266,-1
U,387991,341467,-1
U,388147,414294,-1
U,388183,439442,-1
U,388269,298124,-1
U,388310,288887,-1
U,388415,391910,-1
U,388432,287232,-1
U,388517,386253,-1
U,388591,392448,-1
U,388636,296533,-1
U,388648,106551,-1
U,388655,298303,-1
U,388768,357314,-1
U,388772,410419,-1
U,388832,300624,-1
U,388915,288248,-1
U,388965,397537,-1
U,388992,357902,-1
U,389065,350845,-1
U,389176,348058,-1
U,389238,295466,-1
U,389257,396730,-1
U,389282,413460,-1
U,389300,283090,-1
U,389328,215873,-1
U,389367,343318,-1
U,389377,358147,-1
U,389461,299899,-1
U,389495,333749,-1
U,389506,395648,-1
U,389524,440182,-1
U,389536,348945,-1
U,389588,392470,-1
U,389696,299599,-1
U,389793,388520,-1
U,389797,386348,-1
U,389942,395305,-1
U,389995,163068,-1
U,390075,386767,-1
U,390100,803800,-1
U,390148,398310,-1
U,390260,403593,-1
U,390265,296976,-1
U,390309,410693,-1
U,390546,288675,-1
U,390600,343890,-1
U,390610,401370,-1
U,390771,285282,-1
U,390880,405670,-1
U,390889,403405,-1
U,391007,410990,-1
U,391062,288738,-1
U,391064,348561,-1
U,391147,290983,-1
U,391306,303226,-1
U,391310,284419,-1
U,391336,408522,-1
U,391345,346578,-1
U,391423,323593,-1
U,391594,344486,-1
U,391598,373048,-1
U,391662,174665,-1
U,391725,293536,-1
U,391758,391441,-1
U,391774,221543,-1
U,391779,287586,-1
U,391810,297550,-1
U,391811,345320,-1
U,391950,389260,-1
U,392116,407526,-1
U,392173,387356,-1
U,392182,300755,-1
U,392307,406799,-1
U,392365,394160,-1
U,392401,344168,-1
U,392433,296952,-1
U,392442,415929,-1
U,392650,290911,-1
U,392722,388079,-1
U,392733,297065,-1
U,392738,564152,-1
U,392772,173632,-1
U,392782,289761,-1
U,392816,89470,-1
U,393037,302010,-1
U,393039,403751,-1
U,393336,390872,-1
U,393368,391851,-1
U,393540,342779,-1
U,393619,422081,-1
U,393673,342511,-1
U,393969,293249,-1
U,394017,392272,-1
U,394017,392655,-1
U,394214,300716,-1
U,394401,223027,-1
U,394429,296435,-1
U,394474,298058,-1
U,394555,129743,-1
U,394639,294150,-1
U,394664,418166,-1
U,394697,320603,-1
U,395115,285131,-1
U,395184,298178,-1
U,395297,295082,-1
U,395545,320653,-1
U,395765,396193,-1
U,395820,405160,-1
U,395850,398947,-1
U,396271,289898,-1
U,396476,302319,-1
U,396558,270394,-1
U,396632,293185,-1
U,396660,223479,-1
U,396906,286730,-1
U,397046,290007,-1
U,397273,297602,-1
U,397475,294464,-1
U,397555,283459,-1
U,397771,287342,-1
U,397937,356560,-1
U,398411,302671,-1
U,398427,291404,-1
U,398538,306251,-1
U,398624,307224,-1
U,398690,394789,-1
U,398708,313230,-1
U,398987,278167,-1
U,399000,866000,-1
U,399144,282526,-1
U,399210,281900,-1
U,399229,314137,-1
U,399470,91549,-1
U,399583,277092,-1
U,399598,95062,-1
U,399672,281208,-1
U,399714,312546,-1
U,399862,302288,-1
U,399969,293492,-1
U,399981,310370,-1
U,400023,310350,-1
U,400060,295525,-1
U,400090,278629,-1
U,400122,284696,-1
U,400444,170082,-1
U,400583,444193,-1
U,400590,301821,-1
U,400623,170804,-1
U,400703,293507,-1
U,400776,94393,-1
U,400908,284823,-1
U,401384,286818,-1
U,401438,277965,-1
U,401550,311440,-1
U,401740,284883,-1
U,401762,282837,-1
U,401991,289020,-1
U,402016,280503,-1
U,402140,285100,-1
U,402198,99714,-1
U,402350,287320,-1
U,402490,393647,-1
U,402553,92431,-1
U,402732,279719,-1
U,402769,280059,-1
U,402802,438688,-1
U,402805,295536,-1
U,402945,318629,-1
U,403086,300584,-1
U,403141,277109,-1
U,403228,280394,-1
U,403469,437764,-1
U,403649,297227,-1
U,403657,293786,-1
U,404064,425518,-1
U,404271,317269,-1
U,404440,288002,-1
U,404800,281768,-1
U,404946,443042,-1
U,404995,441641,-1
U,405177,286613,-1
U,405214,291168,-1
U,405408,443005,-1
U,405468,301062,-1
U,405504,440324,-1
U,405538,441304,-1
U,405549,93425,-1
U,405729,278743,-1
U,405895,293565,-1
U,406045,94160,-1
U,406149,290853,-1
U,406250,95297,-1
U,406252,302165,-1
U,406318,302030,-1
U,406417,282674,-1
U,406437,291567,-1
U,406440,280923,-1
U,406604,287612,-1
U,406770,297848,-1
U,406898,288840,-1
U,407086,286388,-1
U,407395,428590,-1
U,407405,100609,-1
U,407418,292610,-1
U,407470,429170,-1
U,407500,295680,-1
U,407571,442399,-1
U,407626,296158,-1
U,407686,298909,-1
U,407687,289247,-1
U,407781,299016,-1
U,407833,283718,-1
U,408681,94753,-1
U,408747,562657,-1
U,408748,281577,-1
U,409000,426000,-1
U,409030,283228,-1
U,409070,283176,-1
U,409144,108152,-1
U,409153,286537,-1
U,409233,94027,-1
U,409252,282367,-1
U,409273,292103,-1
U,409380,282860,-1
U,409383,282702,-1
U,409432,551404,-1
U,409490,420940,-1
U,409544,423421,-1
U,409559,294704,-1
U,409580,430210,-1
U,409675,552114,-1
U,410013,91748,-1
U,410015,422806,-1
U,410057,252230,-1
U,410069,280665,-1
U,410085,279281,-1
U,410156,281756,-1
U,410180,293485,-1
U,410207,293149,-1
U,410303,415904,-1
U,410404,410706,-1
U,410455,551730,-1
U,410474,288352,-1
U,410601,288140,-1
U,410615,286990,-1
U,410662,279093,-1
U,410694,287734,-1
U,410710,282926,-1
U,410902,292048,-1
U,410983,285793,-1
U,411002,291628,-1
U,411022,292450,-1
U,411046,439930,-1
U,411053,276151,-1
U,411191,417359,-1
U,411281,279948,-1
U,411301,440341,-1
U,411330,288900,-1
U,411438,183528,-1
U,411440,185410,-1
U,411470,183940,-1
U,411679,295387,-1
U,411694,92288,-1
U,411860,101785,-1
U,411990,93268,-1
U,412013,288208,-1
U,412086,284582,-1
U,412100,281208,-1
U,412125,417843,-1
U,412193,435659,-1
U,412280,433790,-1
U,412312,430288,-1
U,412323,112914,-1
U,412514,291342,-1
U,412556,285725,-1
U,412597,284039,-1
U,412639,299441,-1
U,412659,278881,-1
U,412712,91987,-1
U,412740,291958,-1
U,413393,287844,-1
U,413395,185311,-1
U,413470,438930,-1
U,413733,279543,-1
U,413757,287099,-1
U,413846,94897,-1
U,413911,92407,-1
U,413911,287906,-1
U,413954,290894,-1
U,414134,296791,-1
U,414187,188874,-1
U,414192,431832,-1
U,414314,288827,-1
U,414453,289677,-1
U,414460,287908,-1
U,414612,423111,-1
U,414635,180963,-1
U,414645,417264,-1
U,414678,285683,-1
U,414698,434356,-1
U,414706,180926,-1
U,414711,278575,-1
