Road,S Ref E,S Ref N,FdCar,Score
A8,238400,673330,19140,1.943477181
A811,238400,681520,8956,0.90939298
A812,238550,677200,6798,0.690269481
A736,238600,650600,3097,0.314469636
A82,238670,680000,17262,1.752784906
A837,238700,900900,169,0.017160274
A82,238800,677000,2079,0.211101832
A82,238850,677410,2645,0.268573518
A812,238900,676000,5172,0.525165307
A71,239000,637400,19600,1.990185619
A811,239100,681730,9329,0.94726743
A82,239100,677160,17262,1.752784906
A77,239200,631700,22177,2.251854411
A759,239200,636400,5766,0.585480116
A814,239300,675500,14369,1.459029447
A499,239500,340000,4371,0.443831701
A70,239600,620200,8686,0.881977157
A714,239600,566862,757,0.076865843
A811,239720,682000,6713,0.681638574
A475,240000,242650,1002,0.101743163
A486,240000,239850,2101,0.213335714
A813,240000,678100,8860,0.899645132
A39,240000,123877,5507,0.559181235
A388,240000,112600,1996,0.202674005
A388,240000,61025,11284,1.145778292
A486,240000,254838,1665,0.169064237
A38,240000,59729,16417,1.666983536
A486,240000,242280,3487,0.354070268
A497,240000,336530,3385,0.34371318
A3072,240000,103821,3507,0.35610107
A487,240000,254000,3793,0.385141533
A30,240000,87751,18345,1.862752815
A5025,240000,393660,2708,0.274970544
A390,240000,70947,5539,0.562430517
A499,240000,348400,4274,0.433982313
A4080,240000,369270,1176,0.119411137
A5,240000,376000,2576,0.261567253
A759,240000,636710,4708,0.478050709
A737,240000,660830,17022,1.728415286
A374,240040,54726,5872,0.596243365
A838,240120,929220,48,0.004873924
M8,240185,673000,19564,1.986530176
A8,240185,673000,19331,1.962871336
A40,240218,219479,31194,3.167441336
A486,240380,253280,1861,0.188966094
A82,240440,676440,31324,3.180641547
A811,240600,684000,6047,0.614012879
A40,240624,219564,24369,2.474430272
A4242,240750,219730,13936,1.415062591
A759,240750,636840,5107,0.518565202
A487,240753,255000,3301,0.335183813
A77,240770,633570,21703,2.203724412
A735,240900,650000,1478,0.150076242
A82,241000,675680,25286,2.567542528
A714,241100,565000,6511,0.661127478
A735,241100,643000,3042,0.308884931
A484,241176,224818,3104,0.315180416
A735,241200,642100,3042,0.308884931
A4242,241200,219900,14516,1.473955839
A735,241200,641000,4482,0.45510265
A484,241257,217955,7652,0.776984712
A40,241300,219290,13306,1.351092339
A484,241400,219850,13565,1.37739122
A55,241500,374370,10423,1.058352281
A814,241500,674470,12284,1.247318374
A486,241525,240365,2101,0.213335714
A735,241565,644700,3042,0.308884931
A486,241700,240600,3087,0.313454235
A484,241730,210000,4104,0.416720499
A713,241750,611200,2743,0.278524447
A82,241800,674500,22242,2.258454517
A835,241800,858980,2245,0.227957485
A86,241800,782500,754,0.076561222
A484,241820,202000,4514,0.458351933
A38,241856,60000,21325,2.165342261
A75,242000,564900,4027,0.408901913
A719,242000,629200,2081,0.211304912
A714,242000,554100,2149,0.218209637
A40,242000,220400,13550,1.375868119
A71,242000,636400,22334,2.267796204
A759,242000,637170,5612,0.569842943
A714,242100,560200,2378,0.241462316
A735,242100,640000,4527,0.459671954
A484,242121,220739,11428,1.160400064
A736,242200,654000,2996,0.304214087
A746,242400,551100,1245,0.126417403
A82,242500,815200,1977,0.200744743
A735,242540,639000,9348,0.949196692
A735,242700,638000,13611,1.382062064
A735,242900,637600,10494,1.065561627
A735,242900,638180,8417,0.854662875
A4243,242926,221569,9092,0.923202431
A735,242930,638350,6603,0.670469165
A735,243000,638000,13753,1.396480756
A746,243000,539000,371,0.037671371
A735,243050,638520,6423,0.65219195
A485,243086,221652,10621,1.078457217
A714,243100,554900,1085,0.11017099
A8,243100,671470,4141,0.420477482
A735,243100,638350,9348,0.949196692
A38,243200,58860,36435,3.699612909
A735,243300,637000,14617,1.484211387
A71,243310,636600,14902,1.513150311
A82,243360,674000,35743,3.629347172
A746,243371,543000,762,0.077373543
M8,243500,671870,19714,2.001761188
A374,243500,55310,6181,0.62761925
A746,243650,547000,950,0.096463078
A77,243900,635900,21703,2.203724412
A831,243900,830630,612,0.062142531
A735,243950,636600,14763,1.499036239
A374,243975,55210,1741,0.176781284
A374,243980,55070,6120,0.621425305
A761,243980,664230,9301,0.944424308
A70,244000,619820,8686,0.881977157
A814,244000,673750,2903,0.29477086
A39,244013,127830,11499,1.16760941
A3079,244300,100000,1539,0.156270187
A485,244315,230200,5520,0.560501256
A77,244400,637600,33424,3.39387572
A8,244400,670000,4757,0.483026173
A487,244420,260100,6169,0.626400769
A76,244600,636300,8294,0.842173445
M8,244800,670000,44288,4.497007177
A388,244970,120000,2033,0.206430988
A40,245000,221137,7595,0.771196927
A761,245000,664100,29322,2.977358301
A3072,245000,104420,1034,0.104992445
A38,245000,59013,36074,3.662956939
A82,245000,673740,31695,3.218312917
A386,245000,127390,11891,1.207413122
A39,245010,127921,15482,1.572043559
M898,245200,670600,32246,3.274261503
A386,245410,126250,7467,0.758199797
A77,245540,641940,35206,3.574820147
A386,245560,125000,6727,0.683060136
A737,245600,665000,42607,4.326318299
A898,245700,672000,33017,3.352548907
A5114,245740,375000,5484,0.556845813
A814,245750,673430,4195,0.425960646
A386,245781,130001,2521,0.255982548
M77,245869,642635,28967,2.941311572
A82,245900,673440,32938,3.34452724
A390,245900,73057,6463,0.656253554
A3064,246000,58382,17778,1.805179588
A3064,246000,56678,13105,1.330682782
A374,246000,54440,10868,1.103537617
A726,246000,671710,9182,0.932341038
A811,246000,687300,3848,0.390726238
A814,246030,673230,4370,0.443730161
M77,246209,643623,1162,0.117989576
M77,246211,643753,31527,3.201254184
A726,246280,669000,14945,1.517516534
M77,246288,643878,1450,0.14723312
A726,246400,666000,13249,1.345304554
M77,246454,644347,28838,2.928212901
A726,246500,668000,10920,1.108817702
A736,246500,657100,3706,0.376307546
A77,246500,644480,2278,0.231308308
A737,246600,665350,47406,4.813609155
A719,246645,633520,2081,0.211304912
M77,246664,644612,930,0.094432277
A898,246680,672670,33017,3.352548907
A726,246700,670000,9237,0.937925743
A48,246710,218021,20769,2.108885975
A814,246800,672880,1797,0.182467528
A726,246900,665250,16784,1.704248746
M8,247000,665490,34496,3.502726689
M8,247000,665600,36551,3.711391558
A719,247020,634035,2152,0.218514258
A77,247030,645140,2323,0.235877612
A386,247095,56673,37362,3.793740565
A487,247100,355000,7510,0.76256602
A814,247300,671950,5815,0.59045558
A809,247400,687000,2439,0.247656261
A386,247430,120000,3396,0.34483012
A482,247485,260000,2354,0.239025354
A374,247500,54800,16836,1.70952883
A55,247500,372550,14697,1.492334594
A386,247530,74000,11077,1.124759495
A835,247600,855000,2571,0.261059552
M8,247690,665830,73574,7.470710036
A386,247700,55093,31102,3.158099648
M77,247749,645501,32154,3.264919815
A38,247750,58050,45483,4.618347576
A82,247800,672800,30721,3.119412877
A374,247850,54920,19290,1.958708193
A838,247900,960380,404,0.041022193
A71,247900,636850,8855,0.899137431
A386,247996,57531,37507,3.808463877
A726,248000,664370,13918,1.413234869
A386,248000,74273,10544,1.070638631
A374,248100,54710,22341,2.268506985
A4086,248100,362750,4674,0.474598346
A82,248200,672770,30417,3.088544692
A487,248200,362600,17883,1.815841297
A487,248300,360000,15551,1.579049824
A761,248300,663600,12722,1.291792931
A386,248430,58300,50803,5.158540815
A5,248500,371920,4132,0.419563621
A726,248500,664260,14051,1.4267397
A726,248500,664420,17564,1.78345001
A374,248600,54500,27504,2.792758431
A719,248640,640400,2592,0.263191894
A726,248700,664200,24474,2.485091981
A726,248790,664060,18317,1.859909693
A85,248800,727960,2124,0.215671135
A76,248800,630000,5877,0.596751065
A741,248800,665000,22866,2.321815528
M8,248800,665800,80961,8.220786626
A810,248900,672670,5869,0.595938745
A82,249000,672400,24953,2.533729681
A77,249000,646900,3423,0.347571703
A374,249100,54420,29413,2.986598449
A77,249140,646850,3136,0.318429699
A485,249148,239859,2586,0.262582654
A5152,249150,372100,4545,0.461499675
A8,249210,668000,10769,1.093485149
M77,249220,648720,34506,3.50374209
M77,249226,647101,1083,0.109967909
A713,249300,604200,1090,0.11067869
M77,249338,647464,31949,3.244104098
M77,249341,647203,776,0.078795104
A831,249400,830330,1888,0.191707676
A374,249400,54270,23680,2.404469156
A75,249400,554270,2579,0.261871873
A77,249410,648500,1359,0.137992972
A736,249500,658460,11897,1.208022362
M8,249600,665700,93506,9.494606962
A379,249600,54500,14033,1.424911979
A374,249600,54550,11181,1.135319663
A814,249750,670000,14085,1.430192063
A374,249780,54500,21213,2.153969772
A374,249800,54630,23425,2.378576434
A374,249800,54410,14732,1.495888497
A379,249820,54450,16439,1.669217418
A374,249820,54550,8001,0.812422201
A8014,249850,671000,10744,1.090946647
A76,249950,627000,9325,0.94686127
A484,249969,200611,10274,1.043222808
A386,249980,60560,23552,2.391472025
A8014,249980,672400,14730,1.495685416
A386,250000,76500,4681,0.475309127
A487,250000,365300,14201,1.441970713
A4118,250000,188505,1444,0.146623879
A5025,250000,385060,3226,0.327568306
A741,250000,666700,7846,0.796683488
A3072,250000,103740,1471,0.149365461
A834,250000,859300,2431,0.246843941
A832,250000,853300,1026,0.104180125
A361,250000,140600,4658,0.472973705
A82,250000,671900,22302,2.264546922
A712,250000,571950,364,0.03696059
A386,250000,70541,10987,1.115620887
A487,250000,265170,4747,0.482010772
A386,250000,114700,1895,0.192418456
A39,250000,129016,14222,1.444103054
A487,250000,343150,4016,0.407784972
A821,250000,706800,301,0.030563565
A374,250000,54850,31010,3.148757961
A386,250000,118953,4409,0.447690224
A379,250000,54330,24623,2.500221453
A5,250000,372000,2919,0.296395501
A835,250000,854800,2389,0.242579257
A811,250000,689330,3540,0.359451892
A70,250000,620700,4530,0.459976574
A38,250006,57185,49168,4.99252278
A8,250100,667770,11197,1.136944305
A386,250119,61292,28621,2.906178704
A48,250122,217065,22009,2.234795678
A386,250300,62200,12769,1.296565314
A736,250330,659000,13445,1.36520641
A810,250500,672720,10298,1.04565977
A81,250700,685600,1710,0.173633541
A726,250700,661550,16180,1.642918536
A741,250700,667600,6562,0.666306022
A8,250700,667400,6936,0.704282013
A5025,250770,385000,4846,0.49206324
M77,250800,652020,34506,3.50374209
A4214,250860,200130,11717,1.189745148
A741,250900,668000,2985,0.303097147
A484,250900,200550,12703,1.289863669
A8,251000,667250,8005,0.812828361
A877,251000,667400,5044,0.512168177
A814,251000,668940,14085,1.430192063
A55,251000,371980,15972,1.621798199
A386,251005,65000,11504,1.16811711
A5108,251030,386000,1734,0.176070503
A736,251030,660000,9554,0.970113949
A476,251230,201600,11345,1.151972237
A741,251250,668560,2985,0.303097147
A726,251250,661120,16180,1.642918536
A484,251270,200770,19053,1.934643193
A361,251295,145000,4420,0.448807165
A82,251300,826100,2216,0.225012823
A374,251301,56073,44197,4.48776703
A38,251404,56893,24735,2.511593943
A833,251440,839800,710,0.072093459
A810,251500,673150,10298,1.04565977
A77,251500,652400,1359,0.137992972
A8,251500,667000,14864,1.509291787
A862,251600,844970,3388,0.3440178
A821,251600,705050,448,0.045489957
A4085,251700,360000,2308,0.234354511
A761,251700,663900,8096,0.822068509
A76,251700,625420,8672,0.880555596
A5025,251830,380000,5684,0.577153829
A736,251900,661200,15103,1.533559867
A736,251940,666440,28776,2.921917416
A761,251940,663880,8096,0.822068509
M8,252000,666300,65066,6.606807013
A814,252000,668140,13589,1.379828182
A736,252080,665900,13574,1.378305081
M8,252090,666750,10976,1.114503946
A736,252100,662400,9741,0.989101944
A736,252100,665000,13574,1.378305081
A476,252130,203200,5307,0.538873218
A82,252200,669990,18956,1.924793805
M8,252280,666230,65066,6.606807013
M77,252290,656280,36930,3.74987525
A809,252300,679330,3021,0.306752589
A386,252363,85965,4039,0.410120394
A836,252400,924700,188,0.019089536
A5,252500,371660,4321,0.438754697
A875,252640,685000,2398,0.243493118
A8,252650,666000,10927,1.109528482
A81,252660,690300,4793,0.486681616
M8,252680,665900,95899,9.737592379
A809,252800,676000,3635,0.3690982
A862,252800,850200,4796,0.486986236
A76,252800,624000,8781,0.891623465
A4138,252840,200750,15538,1.577729803
A379,252900,53440,14206,1.442478413
A726,252940,659650,12625,1.281943543
A761,253000,663900,15301,1.553664804
A38,253000,55200,42494,4.314844269
M77,253000,657710,51431,5.222307987
A55,253000,372320,15378,1.56148339
A821,253000,700340,2505,0.254357907
A77,253000,655100,6057,0.61502828
A386,253089,89438,3304,0.335488433
A862,253100,847800,4601,0.46718592
A40,253110,221550,3538,0.359248812
A809,253390,674500,4901,0.497647945
A81,253400,693400,1894,0.192316916
A739,253400,664000,11747,1.19279135
A484,253500,199290,12535,1.272804935
A875,253500,687400,2469,0.250702464
M77,253500,658290,51431,5.222307987
A5,253500,371480,6694,0.679709313
A739,253600,665000,31739,3.222780681
A809,253700,672800,13156,1.335861326
A4138,253739,201769,17032,1.729430687
A379,253750,52960,12928,1.312710188
A8,253800,665000,14254,1.447352337
M77,253920,660080,60907,6.18450181
A55,253970,371700,16903,1.716332016
A814,254000,667100,22018,2.235709538
M8,254000,664600,95740,9.721447506
A862,254000,854000,2472,0.251007084
A811,254000,691800,4457,0.452564148
A55,254000,371200,26784,2.719649572
A726,254000,659020,18356,1.863869756
M77,254000,661850,61792,6.274364783
A3124,254000,116550,1831,0.185919891
A837,254100,899100,213,0.021628038
A3125,254150,131500,16763,1.702116404
A739,254200,666400,46130,4.684044009
A476,254387,210030,4742,0.481503072
A809,254500,671600,11462,1.163852427
A55,254500,370540,26784,2.719649572
A386,254500,91750,6129,0.622339166
A739,254600,668000,36159,3.671587846
A808,254600,672070,5055,0.513285117
A77,254630,656500,14705,1.493146914
A487,254670,369600,10264,1.042207408
A726,254700,658760,18356,1.863869756
A739,254700,669000,27068,2.748486955
A30,254700,91750,16489,1.674294422
A862,254760,859000,4631,0.470232122
A739,254770,670500,27068,2.748486955
A726,254791,654036,22410,2.275513251
A713,254800,595350,839,0.085192129
A81,254800,680200,4619,0.469013641
A839,254800,903100,171,0.017363354
A476,254818,211900,6846,0.695143405
A4087,255000,369270,9647,0.979557177
A862,255000,858580,8840,0.89761433
A485,255000,245812,1764,0.179116706
A4086,255000,362990,5730,0.581824673
A475,255000,247200,2933,0.297817062
A5025,255000,373340,8440,0.856998297
A761,255000,664140,9694,0.984329561
A379,255000,52029,7278,0.739008721
A497,255000,339560,6202,0.629751592
A814,255000,666500,42380,4.3032687
A55,255000,369700,25456,2.584804342
A81,255000,672000,15056,1.528787483
A862,255000,857870,10872,1.103943778
A75,255000,552950,3788,0.384633833
A76,255000,620950,5097,0.517549801
A5,255000,372080,5317,0.539888619
A39,255000,131260,20467,2.07822087
A3125,255000,132570,18421,1.870469861
A38,255004,54969,42494,4.314844269
A386,255030,92700,2584,0.262379573
A487,255200,370250,7067,0.717583764
M8,255340,664220,79337,8.055885532
A81,255390,670670,12496,1.268844872
A81,255400,673000,16868,1.712778113
A5,255440,372000,13396,1.360230946
A8,255500,664550,8117,0.82420085
A5,255575,371580,12593,1.27869426
M77,255576,663254,50946,5.173061047
A498,255600,340000,1936,0.1965816
M77,255667,663213,5101,0.517955961
A862,255700,860000,4011,0.407277271
A545,255700,372000,5182,0.526180708
A827,255700,731210,1455,0.14774082
A361,255740,132123,14227,1.444610755
A5,255740,371300,12593,1.27869426
A487,255770,371000,7362,0.747538088
A85,255800,728400,2106,0.213843414
A807,255850,673920,9007,0.914571524
A70,255900,620000,4995,0.507192712
A487,255953,339823,11224,1.139685887
A545,255960,372500,5078,0.515620539
A5,256000,371400,11114,1.128516478
A497,256000,339100,2912,0.29568472
M8,256000,664200,88162,8.95197676
A487,256000,340140,4075,0.413775837
A81,256000,675000,7069,0.717786844
A39,256000,134060,7437,0.755153594
A862,256000,844400,3194,0.324319024
A76,256000,619900,3757,0.38148609
A39,256000,133650,8062,0.818616146
A3125,256015,133005,14118,1.433542886
M77,256115,663722,50946,5.173061047
A39,256160,135000,6700,0.680318553
A484,256180,198020,12535,1.272804935
A77,256240,659000,8532,0.866339985
M77,256247,664120,22888,2.32404941
A81,256290,669500,12496,1.268844872
A4087,256300,370000,15772,1.601490182
A807,256300,673580,8918,0.905534456
A361,256300,131448,19193,1.948858805
A70,256390,619900,5497,0.558165834
A832,256400,849500,3104,0.315180416
A476,256500,213100,10053,1.02078245
A4240,256500,198040,13815,1.402776241
A386,256630,95000,1646,0.167134976
A4971,256640,339330,4207,0.427179127
A81,256690,677110,5708,0.579590791
A386,256810,100000,3258,0.330817589
A836,256930,908000,447,0.045388417
M74,256946,664204,72483,7.359929806
A8,256997,664521,9018,0.915688465
A39,257000,132600,14318,1.453850902
A55,257000,369420,22755,2.310544579
A81,257000,675860,5276,0.535725476
A891,257000,679400,1643,0.166830356
A827,257050,734000,1048,0.106414007
A84,257100,714500,2837,0.288069214
A77,257180,662000,8532,0.866339985
A48,257190,209524,21995,2.233374116
A81,257200,701200,1889,0.191809216
A82,257200,667130,15373,1.56097569
A4087,257250,371250,17507,1.777662226
A386,257300,99000,2343,0.237908413
A4118,257350,191300,7026,0.71342062
M8,257361,664228,11925,1.210865485
M4,257364,206767,33197,3.370826121
M8,257380,664190,75014,7.616927755
M8,257381,664134,11627,1.18060654
A726,257430,657170,18978,1.927027687
M8,257435,664232,24712,2.509258521
A879,257520,672900,10073,1.022813252
A4085,257540,350000,1000,0.101540083
A361,257570,132000,12786,1.298291496
A814,257600,665000,10254,1.041192007
A39,257600,132380,13030,1.323067276
A814,257600,665340,40335,4.095619231
A821,257700,706100,944,0.095853838
A3072,257730,100000,713,0.072398079
A483,257814,207310,8924,0.906143697
A5,257830,372000,13796,1.400846979
M8,257833,664467,11714,1.189440527
A482,257880,248320,6407,0.650567309
M8,257909,665335,8910,0.904722136
A814,257910,665290,24065,2.443562087
A8,257914,664631,9018,0.915688465
M8,257950,666000,95863,9.733936936
M8,257957,665240,7101,0.721036126
A8,257982,664405,5316,0.539787079
A804,257985,665205,6617,0.671890726
A482,258000,247757,5790,0.587917078
A4138,258000,203600,7984,0.810696019
A77,258000,662780,9819,0.997022071
A81,258000,667500,7560,0.767643024
A377,258000,125996,3459,0.351227146
M4,258000,202960,40220,4.083942121
M8,258000,664720,69952,7.102931857
M8,258000,665116,52473,5.328112753
M74,258016,664319,35543,3.609039155
A804,258040,666270,6884,0.699001928
A836,258050,900000,667,0.067727235
A4240,258060,198570,5895,0.598578787
A8,258072,664515,5316,0.539787079
M74,258098,664261,8056,0.818006905
A82,258100,666500,16063,1.631038346
A4086,258100,360000,3022,0.30685413
A836,258100,906200,1316,0.133626749
A8,258100,664500,8083,0.820748487
A8,258127,664614,10064,1.021899391
A482,258195,247485,5790,0.587917078
A879,258200,670000,10073,1.022813252
M8,258204,664383,90814,9.221261059
M8,258206,665520,16004,1.625047482
M8,258232,665400,5573,0.56588288
A814,258239,665218,13347,1.355255482
M8,258241,664429,90814,9.221261059
M74,258250,664245,7109,0.721848447
A8,258282,664383,5190,0.526993029
A814,258300,664950,11803,1.198477595
A8,258307,664571,10064,1.021899391
A8,258312,664340,11502,1.16791403
A8,258318,664668,11840,1.202234578
A8,258323,664453,11502,1.16791403
A487,258330,281680,3898,0.395803242
A487,258350,281450,6047,0.614012879
A8,258363,664364,11502,1.16791403
A77,258370,663330,14826,1.505433264
A8,258397,664500,10064,1.021899391
A8,258416,664583,10064,1.021899391
A8,258486,664299,9903,1.005551438
A814,258500,664930,15600,1.584025288
A804,258500,666400,10093,1.024844053
A8,258500,664639,4895,0.497038704
A493,258530,300775,5137,0.521611404
A8,258545,664514,7309,0.742156464
A4244,258600,367800,4889,0.496429464
A77,258605,664551,11778,1.195939093
A8,258610,664383,9903,1.005551438
A48,258611,204178,5131,0.521002164
A482,258620,246180,1741,0.176781284
A77,258639,664693,11778,1.195939093
A8,258645,664490,4895,0.497038704
A77,258652,664329,10063,1.021797851
A8,258663,664601,6294,0.63909328
A77,258677,664428,10063,1.021797851
A814,258700,664900,16978,1.723947522
A77,258703,664535,3684,0.374073664
A487,258720,281820,9318,0.946150489
A726,258750,656150,20417,2.073143866
A77,258753,664743,3684,0.374073664
M74,258762,663474,54654,5.549571673
A8,258772,664456,7710,0.782874037
A804,258800,666374,12478,1.26701715
A879,258800,668750,10893,1.10607612
A498,258820,348000,1906,0.193535397
A8,258838,664526,7710,0.782874037
A728,258970,663052,12472,1.26640791
A730,259000,664200,4366,0.443324001
A728,259000,664000,12540,1.273312636
A814,259000,664800,14019,1.423490418
A487,259000,280250,4804,0.487798557
M8,259000,666400,111280,11.29938039
A44,259000,281630,5888,0.597868006
A8,259000,664400,15485,1.572348179
A879,259100,667800,8973,0.911119161
A48,259100,203860,6030,0.612286698
A48,259100,203700,6912,0.701845051
A728,259115,661000,13332,1.353732381
A5,259130,372400,8779,0.891420385
A487,259156,278683,9903,1.005551438
A8,259200,664600,4273,0.433880773
M4,259200,202550,40220,4.083942121
A8,259200,664300,14036,1.425216599
A5,259220,372000,8282,0.840954964
A487,259220,279980,8766,0.890100364
A728,259285,661905,12472,1.26640791
A4120,259291,280083,10971,1.113996246
A814,259300,664600,5107,0.518565202
A487,259329,338965,11224,1.139685887
A498,259360,345000,951,0.096564619
A8,259400,664700,10762,1.092774369
A8,259400,664400,11176,1.134811963
A730,259444,663536,12611,1.280521981
A493,259460,300000,2590,0.262988814
A8,259500,664600,12258,1.244678332
A728,259555,662530,18811,1.910070493
A8,259560,664750,11616,1.179489599
M74,259604,662829,6582,0.668336824
M74,259630,662881,7304,0.741648763
M8,259700,666300,130261,13.2267127
A807,259700,673600,11036,1.120596351
A804,259700,666200,7090,0.719919185
A497,259710,338441,4207,0.427179127
A728,259780,662785,15711,1.595296237
A726,259820,654380,20295,2.060755976
A728,259837,662849,12611,1.280521981
M74,259851,662738,42499,4.31535197
M74,259862,662687,4951,0.502724949
A71,259900,637300,2662,0.2702997
M74,259938,662713,4832,0.490641679
A487,259940,282150,9782,0.993265088
A485,259983,275748,2524,0.256287168
A485,260000,252250,1680,0.170587339
A4086,260000,358700,1048,0.106414007
A5,260000,369220,8081,0.820545407
A493,260000,301930,2750,0.279235227
A496,260000,335230,2391,0.242782337
A4085,260000,345300,783,0.079505885
A9,260000,855130,7952,0.807446737
A8,260000,665330,11920,1.210357784
A4120,260000,279500,945,0.095955378
A55,260000,370020,21907,2.224438589
A82,260000,838400,3151,0.3199528
A39,260000,140400,1222,0.124081981
A3123,260000,144090,1576,0.16002717
A493,260000,311000,880,0.089355273
A361,260000,131685,10731,1.089626626
A40,260000,223660,3727,0.378439888
A496,260000,317920,3999,0.40605879
A749,260000,664580,11440,1.161618545
A379,260000,52070,4551,0.462108916
A399,260000,145300,1434,0.145608478
A4240,260000,198480,15182,1.541581534
A498,260000,348920,785,0.079708965
A545,260000,375660,5264,0.534506995
A484,260000,197240,16138,1.638653853
A30,260000,94458,18203,1.848334123
